                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    4904830 |    4576690 |    4533760 |    4514388 |    3998085 |    3981543 |    3948178 |    3922629 |    4331771 |    4298196 |    4264441 |    4179973 |          0 |          0 |          0 |          0
  Cycles                             |    6828920 |    6828920 |    6828920 |    6828920 |    5180560 |    5180560 |    5180560 |    5180560 |    6828920 |    6828920 |    6828920 |    6828920 |    5180560 |    5180560 |    5180560 |    5180560
  IPC                                |       0.72 |       0.67 |       0.66 |       0.66 |       0.77 |       0.77 |       0.76 |       0.76 |       0.63 |       0.63 |       0.62 |       0.61 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |    2354800 |    2354800 |    2354800 |    2354800 |    2354800 |    2354800 |    2354800 |    2354800 |    2354800 |    2354800 |    2354800 |    2354800 |    2354800 |    2354800 |    2354800 |    2354800
  Idle time (ns)                     |        323 |     316531 |     319726 |     321442 |     323118 |     324826 |     326502 |     328210 |     329887 |     331594 |     333271 |     334978 |    2354800 |    2354800 |    2354800 |    2354800
  Idle time (%)                      |       0.0% |      13.4% |      13.6% |      13.7% |      13.7% |      13.8% |      13.9% |      13.9% |      14.0% |      14.1% |      14.2% |      14.2% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     584304 |     586951 |     574644 |     572659 |     430459 |     425965 |     418483 |     413966 |     532369 |     523632 |     517555 |     497269 |          0 |          0 |          0 |          0
  num incorrect                      |      11632 |       1086 |       1205 |       1106 |       1150 |       1170 |       1341 |       1346 |       2039 |       2280 |       2224 |       2663 |          0 |          0 |          0 |          0
  misprediction rate                 |      1.95% |      0.18% |      0.21% |      0.19% |      0.27% |      0.27% |      0.32% |      0.32% |      0.38% |      0.43% |      0.43% |      0.53% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       2.37 |       0.24 |       0.27 |       0.24 |       0.29 |       0.29 |       0.34 |       0.34 |       0.47 |       0.53 |       0.52 |       0.64 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     401956 |     327092 |     316618 |     304955 |     293646 |     282582 |     272186 |     261255 |     251173 |     241438 |     230345 |     211052 |          0 |          0 |          0 |          0
    num misses                       |        132 |         23 |         23 |         21 |         21 |         23 |         23 |         23 |         21 |         23 |         21 |         21 |          0 |          0 |          0 |          0
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.01 |       0.01 |       0.00 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.01 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1847194 |    1572179 |    1566410 |    1553169 |    1465156 |    1463069 |    1452787 |    1447256 |    1485204 |    1476851 |    1462990 |    1443394 |          0 |          0 |          0 |          0
    num misses                       |       5614 |       4646 |       4670 |       4868 |       4685 |       4869 |       4424 |       4723 |       5059 |       4519 |       4361 |       4261 |          0 |          0 |          0 |          0
    miss rate                        |      0.30% |      0.30% |      0.30% |      0.31% |      0.32% |      0.33% |      0.30% |      0.33% |      0.34% |      0.31% |      0.30% |      0.30% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       1.14 |       1.02 |       1.03 |       1.08 |       1.17 |       1.22 |       1.12 |       1.20 |       1.17 |       1.05 |       1.02 |       1.02 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
