                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  212556128 |  215192470 |  215372887 |  215840992 |  212931080 |  215613992 |  212876584 |  213676170
  Cycles                             |   74863100 |   74863100 |   74863100 |   74863100 |   74863100 |   74863100 |   74863100 |   74863100
  IPC                                |       2.84 |       2.87 |       2.88 |       2.88 |       2.84 |       2.88 |       2.84 |       2.85
  Time (ns)                          |   74863100 |   74863100 |   74863100 |   74863100 |   74863100 |   74863100 |   74863100 |   74863100
  Idle time (ns)                     |        297 |     526615 |     527433 |     527946 |     528356 |     528761 |     529179 |     529609
  Idle time (%)                      |       0.0% |       0.7% |       0.7% |       0.7% |       0.7% |       0.7% |       0.7% |       0.7%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   12637934 |   13672806 |   13732964 |   13888826 |   12919034 |   13813552 |   12901114 |   13167374
  num incorrect                      |      83833 |      75947 |      75948 |      75956 |      75932 |      75939 |      75935 |      76004
  misprediction rate                 |      0.66% |      0.55% |      0.55% |      0.54% |      0.58% |      0.55% |      0.59% |      0.57%
  mpki                               |       0.39 |       0.35 |       0.35 |       0.35 |       0.36 |       0.35 |       0.36 |       0.36
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   18805508 |   18689648 |   18689644 |   18689755 |   18689641 |   18689455 |   18689453 |   18689582
    num misses                       |        252 |         25 |         25 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   70512269 |   70713506 |   70743550 |   70821860 |   70336603 |   70783351 |   70327073 |   70460621
    num misses                       |      44612 |      44969 |      44608 |      44928 |      44806 |      43137 |      42961 |      43161
    miss rate                        |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
    mpki                             |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.20 |       0.20 |       0.20
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      44864 |      44994 |      44633 |      44953 |      44831 |      43162 |      42986 |      43186
    num misses                       |      12152 |      11377 |      11535 |      11280 |      11353 |      11345 |      11335 |      11301
    miss rate                        |     27.09% |     25.29% |     25.84% |     25.09% |     25.32% |     26.28% |     26.37% |     26.17%
    mpki                             |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   18805508 |   18689648 |   18689644 |   18689755 |   18689641 |   18689455 |   18689453 |   18689582
    num cache misses                 |      25088 |      14326 |      14264 |      14297 |      14341 |      14200 |      14309 |      14296
    miss rate                        |      0.13% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08%
    mpki                             |       0.12 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   70512269 |   70713506 |   70743550 |   70821860 |   70336603 |   70783351 |   70327073 |   70460621
    num cache misses                 |    7914355 |    7899005 |    7898215 |    7898041 |    7898770 |    7898248 |    7899951 |    7899262
    miss rate                        |     11.22% |     11.17% |     11.16% |     11.15% |     11.23% |     11.16% |     11.23% |     11.21%
    mpki                             |      37.23 |      36.71 |      36.67 |      36.59 |      37.10 |      36.63 |      37.11 |      36.97
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    8039139 |    8011230 |    8010138 |    8010191 |    8011948 |    8011514 |    8013442 |    8012483
    num cache misses                 |     959281 |     928907 |     935243 |     934731 |     924671 |     926535 |     930254 |     927211
    miss rate                        |     11.93% |     11.60% |     11.68% |     11.67% |     11.54% |     11.57% |     11.61% |     11.57%
    mpki                             |       4.51 |       4.32 |       4.34 |       4.33 |       4.34 |       4.30 |       4.37 |       4.34
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1375238 |    1321968 |    1328344 |    1312426 |    1344166 |    1303091 |    1371528 |    1349749
    num cache misses                 |     772405 |     733775 |     730027 |     710859 |     754063 |     709757 |     779331 |     750153
    miss rate                        |     56.17% |     55.51% |     54.96% |     54.16% |     56.10% |     54.47% |     56.82% |     55.58%
    mpki                             |       3.63 |       3.41 |       3.39 |       3.29 |       3.54 |       3.29 |       3.66 |       3.51
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    5212794 |          0 |          0 |          0 |    5214137 |          0 |          0 |          0
  average dram access latency (ns)   |     606.33 |        inf |        inf |        inf |     588.06 |        inf |        inf |        inf
  average dram queueing delay        |     545.08 |       0.00 |       0.00 |       0.00 |     526.81 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      8.00% |      0.00% |      0.00% |      0.00% |      8.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |     456108 |     432074 |     437235 |     434103 |     466273 |     421646 |     477202 |     459136
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      51702 |      47699 |      41304 |      25973 |      39178 |      41066 |      47023 |      40666
