                                     | Core 0     | Core 1    
  Instructions                       |  278880771 |  280525896
  Cycles                             |   97500000 |   97500000
  IPC                                |       2.86 |       2.88
  Time (ns)                          |   24375000 |   24375000
  Idle time (ns)                     |        400 |     250661
  Idle time (%)                      |       0.0% |       1.0%
Branch predictor stats               |            |           
  num correct                        |    1387171 |    2154450
  num incorrect                      |      17548 |       9842
  misprediction rate                 |      1.25% |      0.45%
  mpki                               |       0.06 |       0.04
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   26428014 |   26263258
    num misses                       |        207 |         38
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  128515702 |  128451037
    num misses                       |       6424 |      18107
    miss rate                        |      0.00% |      0.01%
    mpki                             |       0.02 |       0.06
  L2 TLB                             |            |           
    num accesses                     |       6631 |      18145
    num misses                       |        600 |        164
    miss rate                        |      9.05% |      0.90%
    mpki                             |       0.00 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   26428014 |   26263258
    num cache misses                 |      76296 |      56332
    miss rate                        |      0.29% |      0.21%
    mpki                             |       0.27 |       0.20
  Cache L1-D                         |            |           
    num cache accesses               |  128515702 |  128451037
    num cache misses                 |    1857172 |    1829963
    miss rate                        |      1.45% |      1.42%
    mpki                             |       6.66 |       6.52
  Cache L2                           |            |           
    num cache accesses               |    1956665 |    1906065
    num cache misses                 |      61077 |      52730
    miss rate                        |      3.12% |      2.77%
    mpki                             |       0.22 |       0.19
  Cache L3                           |            |           
    num cache accesses               |     110048 |      96888
    num cache misses                 |      13823 |       3363
    miss rate                        |     12.56% |      3.47%
    mpki                             |       0.05 |       0.01
DRAM summary                         |            |           
  num dram accesses                  |      17161 |          0
  average dram access latency (ns)   |      84.59 |        inf
  average dram queueing delay        |      23.34 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6700 |         39
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
