                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   56199442 |   56674926 |   56898187 |   56373102 |   55717756 |   55443124
  Cycles                             |   25985600 |   25985600 |   25985600 |   25985600 |   25985600 |   25985600
  IPC                                |       2.16 |       2.18 |       2.19 |       2.17 |       2.14 |       2.13
  Time (ns)                          |    6496400 |    6496400 |    6496400 |    6496400 |    6496400 |    6496400
  Idle time (ns)                     |     114634 |     296208 |     244481 |     235117 |     235205 |     236312
  Idle time (%)                      |       1.8% |       4.6% |       3.8% |       3.6% |       3.6% |       3.6%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    9510459 |    9696015 |   10149013 |    9916592 |    9427370 |    9421553
  num incorrect                      |      48468 |      39967 |      41764 |      42726 |      43057 |      40347
  misprediction rate                 |      0.51% |      0.41% |      0.41% |      0.43% |      0.45% |      0.43%
  mpki                               |       0.86 |       0.71 |       0.73 |       0.76 |       0.77 |       0.73
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    2004824 |    1913865 |    1832241 |    1850227 |    1956222 |    1947752
    num misses                       |        370 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   20993562 |   20995604 |   20526156 |   20503048 |   20737679 |   20571145
    num misses                       |       5327 |       6845 |       3473 |       6289 |       8922 |       5481
    miss rate                        |      0.03% |      0.03% |      0.02% |      0.03% |      0.04% |      0.03%
    mpki                             |       0.09 |       0.12 |       0.06 |       0.11 |       0.16 |       0.10
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       5697 |       6872 |       3500 |       6316 |       8949 |       5508
    num misses                       |        599 |        250 |        229 |        249 |        239 |        217
    miss rate                        |     10.51% |      3.64% |      6.54% |      3.94% |      2.67% |      3.94%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    2004824 |    1913865 |    1832241 |    1850227 |    1956222 |    1947752
    num cache misses                 |      12660 |        351 |        357 |        336 |        353 |        317
    miss rate                        |      0.63% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.23 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   20993562 |   20995604 |   20526156 |   20503048 |   20737679 |   20571145
    num cache misses                 |    1556920 |    1578896 |    1499250 |    1495293 |    1543710 |    1532624
    miss rate                        |      7.42% |      7.52% |      7.30% |      7.29% |      7.44% |      7.45%
    mpki                             |      27.70 |      27.86 |      26.35 |      26.52 |      27.71 |      27.64
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |    1584801 |    1594018 |    1513168 |    1510059 |    1557217 |    1545665
    num cache misses                 |      87189 |      74935 |      78239 |      77818 |      77178 |      77515
    miss rate                        |      5.50% |      4.70% |      5.17% |      5.15% |      4.96% |      5.01%
    mpki                             |       1.55 |       1.32 |       1.38 |       1.38 |       1.39 |       1.40
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |     103700 |      90119 |      91824 |      92257 |      90753 |      90635
    num cache misses                 |      31641 |      20811 |      24697 |      23949 |      23072 |      25462
    miss rate                        |     30.51% |     23.09% |     26.90% |     25.96% |     25.42% |     28.09%
    mpki                             |       0.56 |       0.37 |       0.43 |       0.42 |       0.41 |       0.46
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      22843 |          0 |          0 |      22814 |          0 |          0
  average dram access latency (ns)   |    1038.14 |        inf |        inf |    1041.20 |        inf |        inf
  average dram queueing delay        |     976.89 |       0.00 |       0.00 |     979.95 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       6692 |         31 |         27 |         32 |         47 |         48
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      13483 |      13134 |      17466 |      16229 |      15594 |      18434
