                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4      | Core 5    
  Instructions                       |    9633488 |    4505418 |  424433771 |  393907203 |  1445541240 |    3763185
  Cycles                             |  936002540 |  936002540 |  936002540 |  936002540 |   936002540 |  936002540
  IPC                                |       0.01 |       0.00 |       0.45 |       0.42 |        1.54 |       0.00
  Time (ns)                          |  425455700 |  425455700 |  425455700 |  425455700 |   425455700 |  425455700
  Idle time (ns)                     |  421847870 |  423047532 |  175853171 |  355928609 |     7661816 |  424243508
  Idle time (%)                      |      99.2% |      99.4% |      41.3% |      83.7% |        1.8% |      99.7%
Branch predictor stats               |            |            |            |            |             |           
  num correct                        |    1273776 |     191353 |   21345775 |     603286 |   172824492 |     413851
  num incorrect                      |       7543 |        732 |       2548 |       9567 |     8105986 |       4690
  misprediction rate                 |      0.59% |      0.38% |      0.01% |      1.56% |       4.48% |      1.12%
  mpki                               |       0.78 |       0.16 |       0.01 |       0.02 |        5.61 |       1.25
TLB Summary                          |            |            |            |            |             |           
  I-TLB                              |            |            |            |            |             |           
    num accesses                     |    1522048 |     430474 |   32076422 |   22171716 |   164871391 |     541853
    num misses                       |        112 |         36 |         33 |         41 |          47 |         41
    miss rate                        |      0.01% |      0.01% |      0.00% |      0.00% |       0.00% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.00 |       0.00 |        0.00 |       0.01
  D-TLB                              |            |            |            |            |             |           
    num accesses                     |    4800123 |    3911873 |  286161560 |   92144102 |   703499673 |    2029453
    num misses                       |      10501 |       5338 |       2877 |       8434 |       94289 |       1777
    miss rate                        |      0.22% |      0.14% |      0.00% |      0.01% |       0.01% |      0.09%
    mpki                             |       1.09 |       1.18 |       0.01 |       0.02 |        0.07 |       0.47
  L2 TLB                             |            |            |            |            |             |           
    num accesses                     |      10613 |       5374 |       2910 |       8475 |       94336 |       1818
    num misses                       |       3190 |       5325 |       2815 |       6347 |        5258 |       1092
    miss rate                        |     30.06% |     99.09% |     96.74% |     74.89% |       5.57% |     60.07%
    mpki                             |       0.33 |       1.18 |       0.01 |       0.02 |        0.00 |       0.29
Cache Summary                        |            |            |            |            |             |           
  Cache L1-I                         |            |            |            |            |             |           
    num cache accesses               |    1522048 |     430474 |   32076422 |   22171716 |   164871391 |     541853
    num cache misses                 |       1991 |        563 |       2269 |       7394 |       89654 |        495
    miss rate                        |      0.13% |      0.13% |      0.01% |      0.03% |       0.05% |      0.09%
    mpki                             |       0.21 |       0.12 |       0.01 |       0.02 |        0.06 |       0.13
  Cache L1-D                         |            |            |            |            |             |           
    num cache accesses               |    4800123 |    3911873 |  286161560 |   92144102 |   703499673 |    2029453
    num cache misses                 |     170379 |     334380 |     180657 |     189599 |    13110995 |      19729
    miss rate                        |      3.55% |      8.55% |      0.06% |      0.21% |       1.86% |      0.97%
    mpki                             |      17.69 |      74.22 |       0.43 |       0.48 |        9.07 |       5.24
  Cache L2                           |            |            |            |            |             |           
    num cache accesses               |     234197 |     409637 |     184355 |     199758 |    13207715 |      20684
    num cache misses                 |     160651 |     333601 |     179864 |     193788 |      327697 |      16145
    miss rate                        |     68.60% |     81.44% |     97.56% |     97.01% |       2.48% |     78.06%
    mpki                             |      16.68 |      74.04 |       0.42 |       0.49 |        0.23 |       4.29
  Cache L3                           |            |            |            |            |             |           
    num cache accesses               |     222482 |     408296 |     181429 |     196554 |      336020 |      16613
    num cache misses                 |     150543 |     332946 |     154772 |      13133 |      257353 |       1000
    miss rate                        |     67.67% |     81.55% |     85.31% |      6.68% |      76.59% |      6.02%
    mpki                             |      15.63 |      73.90 |       0.36 |       0.03 |        0.18 |       0.27
DRAM summary                         |            |            |            |            |             |           
  num dram accesses                  |     481866 |          0 |          0 |          0 |      481704 |          0
  average dram access latency (ns)   |      61.26 |        inf |        inf |        inf |       61.25 |        inf
  average dram queueing delay        |       0.01 |       0.00 |       0.00 |       0.00 |        0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |       0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |             |           
  num loads from dram                |      71652 |     240529 |     144812 |       7402 |         380 |        266
  num loads from dram cache          |          0 |          0 |          0 |          0 |           0 |          0
  num loads from remote cache        |       2387 |          5 |       1835 |        494 |      173183 |        335
