                                     | Core 0       | Core 1      
  Instructions                       |   7201188689 |   7201293547
  Cycles                             |  12201898800 |  12201898800
  IPC                                |         0.59 |         0.59
  Time (ns)                          |   3050474700 |   3050474700
  Idle time (ns)                     |    146435334 |     64133919
  Idle time (%)                      |         4.8% |         2.1%
Branch predictor stats               |              |             
  num correct                        |    344430245 |    346850676
  num incorrect                      |        67894 |        61268
  misprediction rate                 |        0.02% |        0.02%
  mpki                               |         0.01 |         0.01
TLB Summary                          |              |             
  I-TLB                              |              |             
    num accesses                     |    796534263 |    795484659
    num misses                       |          200 |           29
    miss rate                        |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00
  D-TLB                              |              |             
    num accesses                     |   4026226610 |   4023536571
    num misses                       |      2315429 |      2313850
    miss rate                        |        0.06% |        0.06%
    mpki                             |         0.32 |         0.32
  L2 TLB                             |              |             
    num accesses                     |      2315629 |      2313879
    num misses                       |      1832073 |      1829435
    miss rate                        |       79.12% |       79.06%
    mpki                             |         0.25 |         0.25
Cache Summary                        |              |             
  Cache L1-I                         |              |             
    num cache accesses               |    796534263 |    795484659
    num cache misses                 |       371905 |       402658
    miss rate                        |        0.05% |        0.05%
    mpki                             |         0.05 |         0.06
  Cache L1-D                         |              |             
    num cache accesses               |   4026226610 |   4023536571
    num cache misses                 |    293090009 |    293942956
    miss rate                        |        7.28% |        7.31%
    mpki                             |        40.70 |        40.82
  Cache L2                           |              |             
    num cache accesses               |    307165695 |    307944859
    num cache misses                 |    126055387 |    125974232
    miss rate                        |       41.04% |       40.91%
    mpki                             |        17.50 |        17.49
  Cache L3                           |              |             
    num cache accesses               |    139799777 |    139612902
    num cache misses                 |    108644374 |    115875967
    miss rate                        |       77.71% |       83.00%
    mpki                             |        15.09 |        16.09
DRAM summary                         |              |             
  num dram accesses                  |    298840125 |            0
  average dram access latency (ns)   |     21464.85 |          inf
  average dram queueing delay        |     21403.60 |         0.00
  average dram bandwidth utilization |       12.00% |        0.00%
Coherency Traffic                    |              |             
  num loads from dram                |     85239968 |     92450956
  num loads from dram cache          |            0 |            0
  num loads from remote cache        |            0 |            0
