                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  248222831 |  249366293 |  249755521 |  252415655 |  249581644 |  251316119 |  249782700 |  247974088
  Cycles                             |  253007890 |  253007890 |  253007890 |  253007890 |  253007890 |  253007890 |  253007890 |  253007890
  IPC                                |       0.98 |       0.99 |       0.99 |       1.00 |       0.99 |       0.99 |       0.99 |       0.98
  Time (ns)                          |   87244100 |   87244100 |   87244100 |   87244100 |   87244100 |   87244100 |   87244100 |   87244100
  Idle time (ns)                     |      83396 |     354281 |     356300 |     380343 |     358385 |     357933 |     358476 |     358993
  Idle time (%)                      |       0.1% |       0.4% |       0.4% |       0.4% |       0.4% |       0.4% |       0.4% |       0.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   15341927 |   16336967 |   16478887 |   17240895 |   16438641 |   16936716 |   16499420 |   15982558
  num incorrect                      |      41840 |      25280 |      24689 |      24641 |      24281 |      24181 |      24269 |      24284
  misprediction rate                 |      0.27% |      0.15% |      0.15% |      0.14% |      0.15% |      0.14% |      0.15% |      0.15%
  mpki                               |       0.17 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   25598744 |   25208916 |   25200191 |   25197034 |   25196638 |   25195233 |   25194801 |   25194802
    num misses                       |        266 |         29 |         29 |         29 |         29 |         30 |         28 |         30
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  132603469 |  131640072 |  131627150 |  132003572 |  131586191 |  131831139 |  131609789 |  131351723
    num misses                       |      75819 |      74963 |      72723 |      72667 |      72674 |      72695 |      72703 |      72501
    miss rate                        |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
    mpki                             |       0.31 |       0.30 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      76085 |      74992 |      72752 |      72696 |      72703 |      72725 |      72731 |      72531
    num misses                       |      49771 |      48095 |      48089 |      47988 |      48162 |      47876 |      47913 |      47770
    miss rate                        |     65.41% |     64.13% |     66.10% |     66.01% |     66.24% |     65.83% |     65.88% |     65.86%
    mpki                             |       0.20 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   25598744 |   25208916 |   25200191 |   25197034 |   25196638 |   25195233 |   25194801 |   25194802
    num cache misses                 |      15913 |       6634 |       6622 |       6582 |       6580 |       6621 |       6451 |       6650
    miss rate                        |      0.06% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.06 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  132603469 |  131640072 |  131627150 |  132003572 |  131586191 |  131831139 |  131609789 |  131351723
    num cache misses                 |    4115702 |    4064037 |    4045473 |    4045055 |    4045429 |    4045022 |    4044480 |    4043592
    miss rate                        |      3.10% |      3.09% |      3.07% |      3.06% |      3.07% |      3.07% |      3.07% |      3.08%
    mpki                             |      16.58 |      16.30 |      16.20 |      16.03 |      16.21 |      16.10 |      16.19 |      16.31
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    4515400 |    4432404 |    4410285 |    4410136 |    4414144 |    4409925 |    4409249 |    4408164
    num cache misses                 |    2645245 |    2610755 |    2595399 |    2596291 |    2596010 |    2595218 |    2595412 |    2587999
    miss rate                        |     58.58% |     58.90% |     58.85% |     58.87% |     58.81% |     58.85% |     58.86% |     58.71%
    mpki                             |      10.66 |      10.47 |      10.39 |      10.29 |      10.40 |      10.33 |      10.39 |      10.44
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    3030984 |    2973254 |    2954174 |    2955374 |    2958850 |    2954084 |    2954324 |    2946038
    num cache misses                 |    2079271 |    2022940 |    2010364 |    2037809 |    2097527 |    2003586 |    1999153 |    2016326
    miss rate                        |     68.60% |     68.04% |     68.05% |     68.95% |     70.89% |     67.82% |     67.67% |     68.44%
    mpki                             |       8.38 |       8.11 |       8.05 |       8.07 |       8.40 |       7.97 |       8.00 |       8.13
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   11779110 |          0 |          0 |          0 |   11778930 |          0 |          0 |          0
  average dram access latency (ns)   |    2734.16 |        inf |        inf |        inf |    2741.88 |        inf |        inf |        inf
  average dram queueing delay        |    2672.91 |       0.00 |       0.00 |       0.00 |    2680.63 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     16.00% |      0.00% |      0.00% |      0.00% |     16.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |    1452194 |    1454658 |    1451713 |    1451902 |    1449532 |    1453688 |    1449922 |    1451959
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      35956 |       7273 |       6785 |      28504 |      77599 |       4618 |       4390 |      15977
