                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   28583683 |   29397193 |   29579008 |   29632216 |   26120698 |   26403230 |   30911419 |   30227491 |   31957103 |   32398439 |   44009088 |   44291379 |   43691021 |   43644922 |   43631579 |   43627468
  Cycles                             |   21996400 |   21996400 |   21996400 |   21996400 |   16497300 |   16497300 |   16497300 |   16497300 |   21996400 |   21996400 |   21996400 |   21996400 |   16497300 |   16497300 |   16497300 |   16497300
  IPC                                |       1.30 |       1.34 |       1.34 |       1.35 |       1.58 |       1.60 |       1.87 |       1.83 |       1.45 |       1.47 |       2.00 |       2.01 |       2.65 |       2.65 |       2.64 |       2.64
  Time (ns)                          |    5499100 |    5499100 |    5499100 |    5499100 |    5499100 |    5499100 |    5499100 |    5499100 |    5499100 |    5499100 |    5499100 |    5499100 |    5499100 |    5499100 |    5499100 |    5499100
  Idle time (ns)                     |        359 |     283810 |     285151 |     286236 |     287280 |     288323 |     289409 |     290517 |     291533 |     292573 |     293616 |     294682 |     295717 |     296760 |     297861 |     299093
  Idle time (%)                      |       0.0% |       5.2% |       5.2% |       5.2% |       5.2% |       5.2% |       5.3% |       5.3% |       5.3% |       5.3% |       5.3% |       5.4% |       5.4% |       5.4% |       5.4% |       5.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1792053 |    2699336 |    2760420 |    2777735 |    1606761 |    1701087 |    3594245 |    3366271 |    3942632 |    4089633 |   14309310 |   14403215 |   14526446 |   14511080 |   14506631 |   14505258
  num incorrect                      |      18711 |       9122 |       8871 |       9102 |       8697 |       8751 |       7816 |       7789 |       7846 |       7934 |       2393 |       2394 |       2373 |       2372 |       2374 |       2375
  misprediction rate                 |      1.03% |      0.34% |      0.32% |      0.33% |      0.54% |      0.51% |      0.22% |      0.23% |      0.20% |      0.19% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
  mpki                               |       0.65 |       0.31 |       0.30 |       0.31 |       0.33 |       0.33 |       0.25 |       0.26 |       0.25 |       0.24 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2467603 |    2109266 |    2109075 |    2109222 |    2109079 |    2109116 |    2002485 |    2002485 |    2002510 |    2002494 |     143834 |     143981 |      28313 |      28313 |      28313 |      28314
    num misses                       |        270 |         33 |         33 |         33 |         33 |         33 |         33 |         33 |         33 |         33 |         31 |         31 |         31 |         31 |         31 |         31
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.02% |      0.02% |      0.11% |      0.11% |      0.11% |      0.11%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   12066141 |   11014209 |   11044102 |   11053277 |   10469458 |   10516154 |   10892819 |   10778875 |   11067384 |   11140982 |    7668990 |    7716347 |    7327891 |    7320207 |    7317984 |    7317299
    num misses                       |      11801 |       2942 |       4304 |       3591 |       2934 |       3131 |       3234 |       3436 |       2725 |       2067 |         48 |         54 |         37 |         31 |         31 |         32
    miss rate                        |      0.10% |      0.03% |      0.04% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.02% |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.41 |       0.10 |       0.15 |       0.12 |       0.11 |       0.12 |       0.10 |       0.11 |       0.09 |       0.06 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
