                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    5021135 |    5252941 |    4602645 |    4728761 |    4608645 |    5331451 |    5369396 |    5501908 |    5399501 |    6232320 |    5484135 |    5421993
  Cycles                             |    4646090 |    4646090 |    3524620 |    3524620 |    3524620 |    4646090 |    4646090 |    4646090 |    3524620 |    4646090 |    3524620 |    3524620
  IPC                                |       1.08 |       1.13 |       1.31 |       1.34 |       1.31 |       1.15 |       1.16 |       1.18 |       1.53 |       1.34 |       1.56 |       1.54
  Time (ns)                          |    1602100 |    1602100 |    1602100 |    1602100 |    1602100 |    1602100 |    1602100 |    1602100 |    1602100 |    1602100 |    1602100 |    1602100
  Idle time (ns)                     |        482 |     414555 |     416832 |     417568 |     418312 |     419025 |     419769 |     420482 |     421226 |     421939 |     422683 |     423396
  Idle time (%)                      |       0.0% |      25.9% |      26.0% |      26.1% |      26.1% |      26.2% |      26.2% |      26.2% |      26.3% |      26.3% |      26.4% |      26.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     467412 |     721673 |     537413 |     575452 |     596683 |     831635 |     843865 |     880855 |    1056529 |    1302203 |    1093133 |    1074930
  num incorrect                      |      21242 |       4852 |       4745 |       4709 |       4343 |       4010 |       3931 |       4048 |       3650 |       3535 |       3319 |       3221
  misprediction rate                 |      4.35% |      0.67% |      0.88% |      0.81% |      0.72% |      0.48% |      0.46% |      0.46% |      0.34% |      0.27% |      0.30% |      0.30%
  mpki                               |       4.23 |       0.92 |       1.03 |       1.00 |       0.94 |       0.75 |       0.73 |       0.74 |       0.68 |       0.57 |       0.61 |       0.59
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     521912 |     372008 |     371030 |     370264 |     347583 |     334736 |     333982 |     334795 |     237773 |     234155 |     230691 |     231401
    num misses                       |        267 |         35 |         35 |         35 |         35 |         35 |         35 |         35 |         35 |         28 |         35 |         31
    miss rate                        |      0.05% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01%
    mpki                             |       0.05 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
