                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1954434493 |  1958491154 |  1967808386 |  1687393021 |  1687422937 |  1687722563 |  1681676937 |  1953489524 |  1950220336 |  1954959142 |  1943334652 |  1663399184 |  1663349632 |  1663558034 |  1662078845 |  1943488727
  Cycles                             |   869479450 |   869479450 |   869479450 |   659605100 |   659605100 |   659605100 |   659605100 |   869479450 |   869479450 |   869479450 |   869479450 |   659605100 |   659605100 |   659605100 |   659605100 |   869479450
  IPC                                |        2.25 |        2.25 |        2.26 |        2.56 |        2.56 |        2.56 |        2.55 |        2.25 |        2.24 |        2.25 |        2.24 |        2.52 |        2.52 |        2.52 |        2.52 |        2.24
  Time (ns)                          |   299820500 |   299820500 |   299820500 |   299820500 |   299820500 |   299820500 |   299820500 |   299820500 |   299820500 |   299820500 |   299820500 |   299820500 |   299820500 |   299820500 |   299820500 |   299820500
  Idle time (ns)                     |         405 |      293285 |      295267 |      297067 |      298792 |      300521 |      302260 |      303993 |      305712 |      307442 |      309158 |      310898 |      312648 |      314356 |      316100 |      317834
  Idle time (%)                      |        0.0% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    98450944 |   100497757 |   107258120 |    13784935 |    13794766 |    13896122 |   282481289 |   373085540 |   373859865 |   375439464 |   371564434 |   278252784 |   278236269 |   278305735 |   277812671 |   371615992
  num incorrect                      |       42329 |       32216 |       27965 |       27182 |       27346 |       27864 |       18682 |       18659 |       18255 |       18258 |       18455 |       18257 |       18255 |       18257 |       18256 |       18257
  misprediction rate                 |       0.04% |       0.03% |       0.03% |       0.20% |       0.20% |       0.20% |       0.01% |       0.01% |       0.00% |       0.00% |       0.00% |       0.01% |       0.01% |       0.01% |       0.01% |       0.00%
  mpki                               |        0.02 |        0.02 |        0.01 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   158385309 |   157995643 |   157003430 |   157003433 |   157003552 |   157003432 |    79676210 |    79676208 |    79017828 |    79017828 |    79017828 |    79017828 |    79017828 |    79017828 |    79017828 |    79017829
    num misses                       |         396 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   819699320 |   819073727 |   817188253 |   770456008 |   770460734 |   770507490 |   528509526 |   573811628 |   571409802 |   572199603 |   570262191 |   523606263 |   523598004 |   523632738 |   523386210 |   570287868
    num misses                       |      933331 |      954144 |      960061 |      955837 |      926728 |      925289 |      486239 |      458912 |      453871 |      456775 |      487738 |      485723 |      464113 |      474076 |      485702 |      481121
    miss rate                        |       0.11% |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.09% |       0.08% |       0.08% |       0.08% |       0.09% |       0.09% |       0.09% |       0.09% |       0.09% |       0.08%
    mpki                             |        0.48 |        0.49 |        0.49 |        0.57 |        0.55 |        0.55 |        0.29 |        0.23 |        0.23 |        0.23 |        0.25 |        0.29 |        0.28 |        0.28 |        0.29 |        0.25
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      933727 |      954182 |      960099 |      955875 |      926766 |      925327 |      486277 |      458950 |      453909 |      456813 |      487776 |      485761 |      464151 |      474114 |      485740 |      481159
    num misses                       |       24445 |       21415 |       28236 |       28616 |       25901 |       19088 |       12638 |       16550 |        9988 |       11332 |       13844 |       13336 |       13236 |       15246 |       17054 |       20670
    miss rate                        |       2.62% |       2.24% |       2.94% |       2.99% |       2.79% |       2.06% |       2.60% |       3.61% |       2.20% |       2.48% |       2.84% |       2.75% |       2.85% |       3.22% |       3.51% |       4.30%
    mpki                             |        0.01 |        0.01 |        0.01 |        0.02 |        0.02 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
