                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   44563928 |   45795689 |   44983633 |   45717973 |   43678459 |   42806355 |   43179084 |   43295971
  Cycles                             |   28619600 |   28619600 |   28619600 |   28619600 |   21464700 |   21464700 |   21464700 |   21464700
  IPC                                |       1.56 |       1.60 |       1.57 |       1.60 |       2.03 |       1.99 |       2.01 |       2.02
  Time (ns)                          |    7154900 |    7154900 |    7154900 |    7154900 |    7154900 |    7154900 |    7154900 |    7154900
  Idle time (ns)                     |     126703 |     337859 |     286480 |     266011 |     266143 |     266292 |     266405 |     267577
  Idle time (%)                      |       1.8% |       4.7% |       4.0% |       3.7% |       3.7% |       3.7% |       3.7% |       3.7%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    7809706 |    8426617 |    8186513 |    8631677 |    7816920 |    7449542 |    7359206 |    7695182
  num incorrect                      |      40217 |      31651 |      33164 |      33267 |      33990 |      34391 |      33917 |      31407
  misprediction rate                 |      0.51% |      0.37% |      0.40% |      0.38% |      0.43% |      0.46% |      0.46% |      0.41%
  mpki                               |       0.90 |       0.69 |       0.74 |       0.73 |       0.78 |       0.80 |       0.79 |       0.73
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1573352 |    1442347 |    1434261 |    1392223 |    1425340 |    1476853 |    1561749 |    1482251
    num misses                       |        231 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   16334417 |   16224121 |   16043595 |   15893598 |   15725604 |   15667216 |   16002015 |   15630244
    num misses                       |       3781 |       2862 |       1601 |       2055 |       1212 |       1721 |       1194 |       2907
    miss rate                        |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02%
    mpki                             |       0.08 |       0.06 |       0.04 |       0.04 |       0.03 |       0.04 |       0.03 |       0.07
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       4012 |       2889 |       1628 |       2082 |       1239 |       1748 |       1221 |       2934
    num misses                       |        611 |        206 |        208 |        202 |        203 |        198 |        204 |        194
    miss rate                        |     15.23% |      7.13% |     12.78% |      9.70% |     16.38% |     11.33% |     16.71% |      6.61%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1573352 |    1442347 |    1434261 |    1392223 |    1425340 |    1476853 |    1561749 |    1482251
    num cache misses                 |      12767 |        311 |        308 |        322 |        446 |        435 |        451 |        429
    miss rate                        |      0.81% |      0.02% |      0.02% |      0.02% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.29 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   16334417 |   16224121 |   16043595 |   15893598 |   15725604 |   15667216 |   16002015 |   15630244
    num cache misses                 |    1205968 |    1184883 |    1182507 |    1132048 |    1153815 |    1158151 |    1200183 |    1148820
    miss rate                        |      7.38% |      7.30% |      7.37% |      7.12% |      7.34% |      7.39% |      7.50% |      7.35%
    mpki                             |      27.06 |      25.87 |      26.29 |      24.76 |      26.42 |      27.06 |      27.80 |      26.53
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1230718 |    1195290 |    1192941 |    1142066 |    1164364 |    1168299 |    1212057 |    1158498
    num cache misses                 |      87870 |      78035 |      77516 |      77648 |      78551 |      78848 |      77472 |      78404
    miss rate                        |      7.14% |      6.53% |      6.50% |      6.80% |      6.75% |      6.75% |      6.39% |      6.77%
    mpki                             |       1.97 |       1.70 |       1.72 |       1.70 |       1.80 |       1.84 |       1.79 |       1.81
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     101621 |      88147 |      88069 |      87774 |      89081 |      88987 |      89326 |      88082
    num cache misses                 |      15044 |       4483 |       4432 |       4323 |       4359 |       4410 |       4527 |       4331
    miss rate                        |     14.80% |      5.09% |      5.03% |      4.93% |      4.89% |      4.96% |      5.07% |      4.92%
    mpki                             |       0.34 |       0.10 |       0.10 |       0.09 |       0.10 |       0.10 |       0.10 |       0.10
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      45821 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |    4141.81 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |    4080.56 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6677 |         32 |         30 |         23 |        308 |        276 |        333 |        119
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
