                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    5646849 |    5669400 |    5631178 |    5549356 |          0 |          0 |          0 |          0 |    5828777 |    5727253 |    5721701 |    5625945 |          0 |          0 |          0 |          0
  Cycles                             |    5004530 |    5004530 |    5004530 |    5004530 |    3796540 |    3796540 |    3796540 |    3796540 |    5004530 |    5004530 |    5004530 |    5004530 |    3796540 |    3796540 |    3796540 |    3796540
  IPC                                |       1.13 |       1.13 |       1.13 |       1.11 |       0.00 |       0.00 |       0.00 |       0.00 |       1.16 |       1.14 |       1.14 |       1.12 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |    1725700 |    1725700 |    1725700 |    1725700 |    1725700 |    1725700 |    1725700 |    1725700 |    1725700 |    1725700 |    1725700 |    1725700 |    1725700 |    1725700 |    1725700 |    1725700
  Idle time (ns)                     |        317 |     410879 |     413148 |     413889 |    1725700 |    1725700 |    1725700 |    1725700 |     414599 |     415314 |     416014 |     416734 |    1725700 |    1725700 |    1725700 |    1725700
  Idle time (%)                      |       0.0% |      23.8% |      23.9% |      24.0% |     100.0% |     100.0% |     100.0% |     100.0% |      24.0% |      24.1% |      24.1% |      24.1% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     434838 |     644888 |     640772 |     618181 |          0 |          0 |          0 |          0 |     705447 |     679186 |     677505 |     650826 |          0 |          0 |          0 |          0
  num incorrect                      |      21574 |       5140 |       5005 |       5106 |          0 |          0 |          0 |          0 |       4725 |       4643 |       4727 |       4740 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.73% |      0.79% |      0.78% |      0.82% |      0.00% |      0.00% |      0.00% |      0.00% |      0.67% |      0.68% |      0.69% |      0.72% |      0.00% |      0.00% |      0.00% |      0.00%
