                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4050864931 |   112400858 |   112155594 |   112054862 |   112513784 |   112593325 |   112057916 |   111774031
  Cycles                             |  3150294940 |  3150294940 |  3150294940 |  3150294940 |  3150294940 |  3150294940 |  3150294940 |  3150294940
  IPC                                |        1.29 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04
  Time (ns)                          |  1086308600 |  1086308600 |  1086308600 |  1086308600 |  1086308600 |  1086308600 |  1086308600 |  1086308600
  Idle time (ns)                     |      845678 |  1053341272 |  1053402412 |  1053475164 |  1053325785 |  1053331647 |  1053434877 |  1053518824
  Idle time (%)                      |        0.1% |       97.0% |       97.0% |       97.0% |       97.0% |       97.0% |       97.0% |       97.0%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   171626069 |     2177595 |     2172867 |     2167026 |     2172018 |     2174966 |     2170526 |     2161464
  num incorrect                      |     6297113 |       74584 |       74274 |       73496 |       73373 |       73532 |       74440 |       73589
  misprediction rate                 |       3.54% |       3.31% |       3.31% |       3.28% |       3.27% |       3.27% |       3.32% |       3.29%
  mpki                               |        1.55 |        0.66 |        0.66 |        0.66 |        0.65 |        0.65 |        0.66 |        0.66
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   791376499 |    17407618 |    17371397 |    17356853 |    17425340 |    17438242 |    17354700 |    17313012
    num misses                       |         215 |          47 |          47 |          43 |          44 |          43 |          47 |          44
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2402213833 |    71044097 |    70892911 |    70841616 |    71133586 |    71184965 |    70821071 |    70667211
    num misses                       |    14829260 |      740226 |      744296 |      729233 |      725767 |      739285 |      731750 |      739685
    miss rate                        |       0.62% |       1.04% |       1.05% |       1.03% |       1.02% |       1.04% |       1.03% |       1.05%
    mpki                             |        3.66 |        6.59 |        6.64 |        6.51 |        6.45 |        6.57 |        6.53 |        6.62
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |    14829475 |      740273 |      744343 |      729276 |      725811 |      739328 |      731797 |      739729
    num misses                       |     6838556 |      386938 |      385986 |      385996 |      387028 |      387364 |      385564 |      385337
    miss rate                        |      46.11% |      52.27% |      51.86% |      52.93% |      53.32% |      52.39% |      52.69% |      52.09%
    mpki                             |        1.69 |        3.44 |        3.44 |        3.44 |        3.44 |        3.44 |        3.44 |        3.45
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   791376499 |    17407618 |    17371397 |    17356853 |    17425340 |    17438242 |    17354700 |    17313012
    num cache misses                 |     1526435 |        2550 |        2500 |        2374 |        2409 |        2406 |        2550 |        2394
    miss rate                        |       0.19% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01%
    mpki                             |        0.38 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2402213833 |    71044097 |    70892911 |    70841616 |    71133586 |    71184965 |    70821071 |    70667211
    num cache misses                 |    21223241 |      718197 |      715519 |      715635 |      719192 |      719391 |      715780 |      713634
    miss rate                        |       0.88% |       1.01% |       1.01% |       1.01% |       1.01% |       1.01% |       1.01% |       1.01%
    mpki                             |        5.24 |        6.39 |        6.38 |        6.39 |        6.39 |        6.39 |        6.39 |        6.38
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    23970002 |      720970 |      718263 |      718218 |      721839 |      721997 |      718530 |      716255
    num cache misses                 |    13200200 |      517566 |      515586 |      514427 |      517519 |      517481 |      515409 |      513196
    miss rate                        |      55.07% |      71.79% |      71.78% |      71.63% |      71.69% |      71.67% |      71.73% |      71.65%
    mpki                             |        3.26 |        4.60 |        4.60 |        4.59 |        4.60 |        4.60 |        4.60 |        4.59
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    14421406 |      517789 |      515830 |      514635 |      517757 |      517681 |      515608 |      513423
    num cache misses                 |     4399021 |      238199 |      238096 |      237899 |      243201 |      241782 |      242925 |      241357
    miss rate                        |      30.50% |      46.00% |      46.16% |      46.23% |      46.97% |      46.70% |      47.11% |      47.01%
    mpki                             |        1.09 |        2.12 |        2.12 |        2.12 |        2.16 |        2.15 |        2.17 |        2.16
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |     3434561 |           0 |           0 |           0 |     3434688 |           0 |           0 |           0
  average dram access latency (ns)   |       61.26 |         inf |         inf |         inf |       61.26 |         inf |         inf |         inf
  average dram queueing delay        |        0.01 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |     3425432 |       57218 |       57664 |       56823 |       56117 |       56197 |       56222 |       56158
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      210388 |      115080 |      114377 |      114794 |      118850 |      117811 |      118088 |      117372
