                                     | Core 0     | Core 1    
  Instructions                       |  378627114 |  382312703
  Cycles                             |  139436000 |  139436000
  IPC                                |       2.72 |       2.74
  Time (ns)                          |   34859000 |   34859000
  Idle time (ns)                     |        298 |     228234
  Idle time (%)                      |       0.0% |       0.7%
Branch predictor stats               |            |           
  num correct                        |   19587676 |   20961652
  num incorrect                      |     158623 |     152785
  misprediction rate                 |      0.80% |      0.72%
  mpki                               |       0.42 |       0.40
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   35298281 |   35186783
    num misses                       |        200 |         25
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  123105679 |  123497911
    num misses                       |     108570 |     107609
    miss rate                        |      0.09% |      0.09%
    mpki                             |       0.29 |       0.28
  L2 TLB                             |            |           
    num accesses                     |     108770 |     107634
    num misses                       |      24781 |      23902
    miss rate                        |     22.78% |     22.21%
    mpki                             |       0.07 |       0.06
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   35298281 |   35186783
    num cache misses                 |      18207 |       7892
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.05 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |  123105679 |  123497911
    num cache misses                 |   13924834 |   13915755
    miss rate                        |     11.31% |     11.27%
    mpki                             |      36.78 |      36.40
  Cache L2                           |            |           
    num cache accesses               |   14133928 |   14112746
    num cache misses                 |    1582446 |    1562941
    miss rate                        |     11.20% |     11.07%
    mpki                             |       4.18 |       4.09
  Cache L3                           |            |           
    num cache accesses               |    2001242 |    1977130
    num cache misses                 |     860057 |     839421
    miss rate                        |     42.98% |     42.46%
    mpki                             |       2.27 |       2.20
DRAM summary                         |            |           
  num dram accesses                  |    1081252 |    1080700
  average dram access latency (ns)   |     133.81 |     133.41
  average dram queueing delay        |      72.56 |      72.16
  average dram bandwidth utilization |      3.00% |      3.00%
Coherency Traffic                    |            |           
  num loads from dram                |     361651 |     341427
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |     200765 |     211624
