                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5     
  Instructions                       |  5052275712 |  5020051058 |  4901677336 |  4904022174 |  4883598332 |  4883601999
  Cycles                             |  1734713000 |  1734713000 |  1734713000 |  1734713000 |  1734713000 |  1734713000
  IPC                                |        2.91 |        2.89 |        2.83 |        2.83 |        2.82 |        2.82
  Time (ns)                          |  1734713000 |  1734713000 |  1734713000 |  1734713000 |  1734713000 |  1734713000
  Idle time (ns)                     |    17967173 |      545790 |    42748755 |    43110962 |    56285570 |    56344651
  Idle time (%)                      |        1.0% |        0.0% |        2.5% |        2.5% |        3.2% |        3.2%
Branch predictor stats               |             |             |             |             |             |            
  num correct                        |   265100629 |   253998110 |   261341355 |   262122966 |   264378181 |   264379481
  num incorrect                      |     1131475 |     1640378 |     1590411 |     1590397 |     1577819 |     1577820
  misprediction rate                 |       0.42% |       0.64% |       0.60% |       0.60% |       0.59% |       0.59%
  mpki                               |        0.22 |        0.33 |        0.32 |        0.32 |        0.32 |        0.32
TLB Summary                          |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |            
    num accesses                     |   598450087 |   598334199 |   578540359 |   578540355 |   574752794 |   574752715
    num misses                       |         193 |          25 |          25 |          25 |          25 |          25
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |            
    num accesses                     |  1616772979 |  1611166633 |  1566857382 |  1567248218 |  1558408721 |  1558409188
    num misses                       |     3208196 |     2532414 |     2460200 |     2458173 |     2438608 |     2456820
    miss rate                        |       0.20% |       0.16% |       0.16% |       0.16% |       0.16% |       0.16%
    mpki                             |        0.64 |        0.50 |        0.50 |        0.50 |        0.50 |        0.50
  L2 TLB                             |             |             |             |             |             |            
    num accesses                     |     3208389 |     2532439 |     2460225 |     2458198 |     2438633 |     2456845
    num misses                       |      508212 |      524137 |      489328 |      516563 |      500274 |      491925
    miss rate                        |      15.84% |      20.70% |      19.89% |      21.01% |      20.51% |      20.02%
    mpki                             |        0.10 |        0.10 |        0.10 |        0.11 |        0.10 |        0.10
Cache Summary                        |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |            
    num cache accesses               |   598450087 |   598334199 |   578540359 |   578540355 |   574752794 |   574752715
    num cache misses                 |      592075 |      581169 |      561472 |      560757 |      555929 |      555870
    miss rate                        |       0.10% |       0.10% |       0.10% |       0.10% |       0.10% |       0.10%
    mpki                             |        0.12 |        0.12 |        0.11 |        0.11 |        0.11 |        0.11
  Cache L1-D                         |             |             |             |             |             |            
    num cache accesses               |  1616772979 |  1611166633 |  1566857382 |  1567248218 |  1558408721 |  1558409188
    num cache misses                 |   203940104 |   203937748 |   197344757 |   197344130 |   195987100 |   195972275
    miss rate                        |      12.61% |      12.66% |      12.59% |      12.59% |      12.58% |      12.58%
    mpki                             |       40.37 |       40.62 |       40.26 |       40.24 |       40.13 |       40.13
  Cache L2                           |             |             |             |             |             |            
    num cache accesses               |   206706014 |   206690736 |   199979296 |   199977941 |   198615727 |   198600849
    num cache misses                 |    53177925 |    52534911 |    50566417 |    50794052 |    50230211 |    50747303
    miss rate                        |      25.73% |      25.42% |      25.29% |      25.40% |      25.29% |      25.55%
    mpki                             |       10.53 |       10.47 |       10.32 |       10.36 |       10.29 |       10.39
  Cache L3                           |             |             |             |             |             |            
    num cache accesses               |    55459622 |    54827744 |    52754481 |    52965425 |    52328931 |    52846987
    num cache misses                 |    17151074 |    17043527 |    16509063 |    16527615 |    16168416 |    16163886
    miss rate                        |      30.93% |      31.09% |      31.29% |      31.20% |      30.90% |      30.59%
    mpki                             |        3.39 |        3.40 |        3.37 |        3.37 |        3.31 |        3.31
DRAM summary                         |             |             |             |             |             |            
  num dram accesses                  |    94196766 |           0 |           0 |           0 |    94197636 |           0
  average dram access latency (ns)   |       62.39 |         inf |         inf |         inf |       62.33 |         inf
  average dram queueing delay        |        1.14 |        0.00 |        0.00 |        0.00 |        1.08 |        0.00
  average dram bandwidth utilization |       6.00% |       0.00% |       0.00% |       0.00% |       6.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |            
  num loads from dram                |    12109868 |    12098539 |    11681501 |    11669141 |    11488267 |    11487247
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |        3101 |        3348 |        3737 |        4290 |        3636 |        3214
