                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  205206403 |   23008205 |  120350815 |  332266303 |  326884663 |   44037002 |  241580889 |  135226126 |  332474938 |   47444003 |  223582106 |  299917450
  Cycles                             |  413815500 |  413815500 |  413815500 |  413815500 |  313929000 |  313929000 |  313929000 |  313929000 |  413815500 |  413815500 |  413815500 |  413815500
  IPC                                |       0.50 |       0.06 |       0.29 |       0.80 |       1.04 |       0.14 |       0.77 |       0.43 |       0.80 |       0.11 |       0.54 |       0.72
  Time (ns)                          |  142695000 |  142695000 |  142695000 |  142695000 |  142695000 |  142695000 |  142695000 |  142695000 |  142695000 |  142695000 |  142695000 |  142695000
  Idle time (ns)                     |   81137825 |  128837710 |   87398820 |   16634301 |   26272696 |  134951636 |   45605484 |  104763074 |   16056631 |  135694380 |   74310403 |   20004671
  Idle time (%)                      |      56.9% |      90.3% |      61.2% |      11.7% |      18.4% |      94.6% |      32.0% |      73.4% |      11.3% |      95.1% |      52.1% |      14.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   20424689 |     187317 |    4310470 |   26730562 |   32917219 |      66465 |   18314581 |   10324040 |   27245073 |      65714 |   21739657 |   26557206
  num incorrect                      |    1446730 |       2801 |       4543 |    2260413 |    3703886 |       1876 |    1065734 |     775269 |    2255939 |       1736 |    1610114 |    2347767
  misprediction rate                 |      6.61% |      1.47% |      0.11% |      7.80% |     10.11% |      2.75% |      5.50% |      6.98% |      7.65% |      2.57% |      6.90% |      8.12%
  mpki                               |       7.05 |       0.12 |       0.04 |       6.80 |      11.33 |       0.04 |       4.41 |       5.73 |       6.79 |       0.04 |       7.20 |       7.83
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   23234831 |    1523209 |   10534831 |   35225987 |   37185235 |    2521081 |   24983206 |   13341598 |   35606014 |    2707609 |   24857578 |   33113098
    num misses                       |        145 |         47 |         43 |         53 |         52 |         43 |         52 |         52 |         52 |         41 |         56 |         54
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |  101242339 |    7076396 |   65225561 |  168105676 |  150537128 |   10022025 |  130366283 |   58312899 |  170915133 |   10760754 |  111484085 |  159109962
    num misses                       |      25685 |       5837 |       1896 |      16193 |      18326 |       1040 |       9264 |       7057 |      22351 |       1009 |      16291 |      15609
    miss rate                        |      0.03% |      0.08% |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.13 |       0.25 |       0.02 |       0.05 |       0.06 |       0.02 |       0.04 |       0.05 |       0.07 |       0.02 |       0.07 |       0.05
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      25830 |       5884 |       1939 |      16246 |      18378 |       1083 |       9316 |       7109 |      22403 |       1050 |      16347 |      15663
    num misses                       |      10417 |       5764 |       1217 |       3292 |       2805 |        896 |       1687 |       1490 |       3058 |        871 |       3920 |       2964
    miss rate                        |     40.33% |     97.96% |     62.76% |     20.26% |     15.26% |     82.73% |     18.11% |     20.96% |     13.65% |     82.95% |     23.98% |     18.92%
    mpki                             |       0.05 |       0.25 |       0.01 |       0.01 |       0.01 |       0.02 |       0.01 |       0.01 |       0.01 |       0.02 |       0.02 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   23234831 |    1523209 |   10534831 |   35225987 |   37185235 |    2521081 |   24983206 |   13341598 |   35606014 |    2707609 |   24857578 |   33113098
    num cache misses                 |       8418 |        851 |       1202 |      15938 |      23459 |       1175 |      11808 |       7968 |      14892 |        678 |       8892 |      12395
    miss rate                        |      0.04% |      0.06% |      0.01% |      0.05% |      0.06% |      0.05% |      0.05% |      0.06% |      0.04% |      0.03% |      0.04% |      0.04%
    mpki                             |       0.04 |       0.04 |       0.01 |       0.05 |       0.07 |       0.03 |       0.05 |       0.06 |       0.04 |       0.01 |       0.04 |       0.04
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |  101242339 |    7076396 |   65225561 |  168105676 |  150537128 |   10022025 |  130366283 |   58312899 |  170915133 |   10760754 |  111484085 |  159109962
    num cache misses                 |    1445478 |     344331 |      53919 |    1385186 |    2472024 |      21298 |    1236028 |     870221 |    1432798 |      22320 |    1474438 |    1326898
    miss rate                        |      1.43% |      4.87% |      0.08% |      0.82% |      1.64% |      0.21% |      0.95% |      1.49% |      0.84% |      0.21% |      1.32% |      0.83%
    mpki                             |       7.04 |      14.97 |       0.45 |       4.17 |       7.56 |       0.48 |       5.12 |       6.44 |       4.31 |       0.47 |       6.59 |       4.42
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1520074 |     382740 |      55851 |    1402837 |    2496845 |      22911 |    1249124 |     879149 |    1449728 |      23587 |    1490411 |    1341096
    num cache misses                 |     222420 |     344868 |      45826 |     104813 |     146748 |      22180 |      91667 |      60664 |     110602 |      22788 |      81586 |      93368
    miss rate                        |     14.63% |     90.11% |     82.05% |      7.47% |      5.88% |     96.81% |      7.34% |      6.90% |      7.63% |     96.61% |      5.47% |      6.96%
    mpki                             |       1.08 |      14.99 |       0.38 |       0.32 |       0.45 |       0.50 |       0.38 |       0.45 |       0.33 |       0.48 |       0.36 |       0.31
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     288625 |     382429 |      46572 |     106632 |     148166 |      22622 |      92979 |      61626 |     112709 |      23378 |      88708 |      95265
    num cache misses                 |     197642 |     342868 |      36583 |      53006 |      41834 |       1921 |      63024 |      30672 |      90767 |      14719 |      47090 |      80011
    miss rate                        |     68.48% |     89.66% |     78.55% |     49.71% |     28.23% |      8.49% |     67.78% |     49.77% |     80.53% |     62.96% |     53.08% |     83.99%
    mpki                             |       0.96 |      14.90 |       0.30 |       0.16 |       0.13 |       0.04 |       0.26 |       0.23 |       0.27 |       0.31 |       0.21 |       0.27
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     581371 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |     579074 |          0 |          0 |          0
  average dram access latency (ns)   |      61.28 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      61.35 |        inf |        inf |        inf
  average dram queueing delay        |       0.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.10 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      78295 |     204600 |      34114 |      22241 |       2618 |       1057 |      34504 |       1790 |      23624 |        770 |       5333 |      30197
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      16448 |       7315 |        218 |       1629 |       5662 |         27 |       7334 |      13600 |      36427 |      12775 |      11877 |      20296
