                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    4917741 |    5196936 |    5063516 |    5043355 |    4702972 |    4771778 |    4769502 |    4919537 |    6146056 |    6247547 |    6269350 |    6184253
  Cycles                             |    4603170 |    4603170 |    4603170 |    4603170 |    3492060 |    3492060 |    3492060 |    3492060 |    4603170 |    4603170 |    4603170 |    4603170
  IPC                                |       1.07 |       1.13 |       1.10 |       1.10 |       1.35 |       1.37 |       1.37 |       1.41 |       1.34 |       1.36 |       1.36 |       1.34
  Time (ns)                          |    1587300 |    1587300 |    1587300 |    1587300 |    1587300 |    1587300 |    1587300 |    1587300 |    1587300 |    1587300 |    1587300 |    1587300
  Idle time (ns)                     |        405 |     413429 |     415735 |     416478 |     417222 |     417935 |     418678 |     419392 |     420135 |     420848 |     421592 |     422305
  Idle time (%)                      |       0.0% |      26.0% |      26.2% |      26.2% |      26.3% |      26.3% |      26.4% |      26.4% |      26.5% |      26.5% |      26.6% |      26.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     437895 |     705831 |     668971 |     665339 |     623426 |     671785 |     672672 |     714885 |    1269488 |    1306557 |    1317346 |    1292753
  num incorrect                      |      21052 |       4658 |       4802 |       4760 |       4324 |       3974 |       3800 |       3892 |       3761 |       3552 |       3329 |       3225
  misprediction rate                 |      4.59% |      0.66% |      0.71% |      0.71% |      0.69% |      0.59% |      0.56% |      0.54% |      0.30% |      0.27% |      0.25% |      0.25%
  mpki                               |       4.28 |       0.90 |       0.95 |       0.94 |       0.92 |       0.83 |       0.80 |       0.79 |       0.61 |       0.57 |       0.53 |       0.52
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     521442 |     371433 |     371351 |     370522 |     346928 |     335073 |     333196 |     334650 |     238389 |     234814 |     230303 |     231122
    num misses                       |        302 |         35 |         35 |         35 |         35 |         35 |         28 |         28 |         35 |         35 |         35 |         31
    miss rate                        |      0.06% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01%
    mpki                             |       0.06 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2455931 |    2056900 |    2036659 |    2029343 |    1888363 |    1850669 |    1848216 |    1871803 |    1703670 |    1705318 |    1698862 |    1688018
    num misses                       |       2202 |        392 |        437 |        438 |        464 |        394 |        351 |        331 |        226 |        204 |        236 |        138
    miss rate                        |      0.09% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.45 |       0.08 |       0.09 |       0.09 |       0.10 |       0.08 |       0.07 |       0.07 |       0.04 |       0.03 |       0.04 |       0.02
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2504 |        427 |        472 |        473 |        499 |        429 |        379 |        359 |        261 |        239 |        271 |        169
    num misses                       |        636 |        169 |        176 |        182 |        180 |        176 |        161 |        157 |        156 |        157 |        150 |        132
    miss rate                        |     25.40% |     39.58% |     37.29% |     38.48% |     36.07% |     41.03% |     42.48% |     43.73% |     59.77% |     65.69% |     55.35% |     78.11%
    mpki                             |       0.13 |       0.03 |       0.03 |       0.04 |       0.04 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03 |       0.02 |       0.02
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     521442 |     371433 |     371351 |     370522 |     346928 |     335073 |     333196 |     334650 |     238389 |     234814 |     230303 |     231122
    num cache misses                 |       7280 |        438 |        434 |        433 |        430 |        430 |        375 |        375 |        434 |        444 |        437 |        381
    miss rate                        |      1.40% |      0.12% |      0.12% |      0.12% |      0.12% |      0.13% |      0.11% |      0.11% |      0.18% |      0.19% |      0.19% |      0.16%
    mpki                             |       1.48 |       0.08 |       0.09 |       0.09 |       0.09 |       0.09 |       0.08 |       0.08 |       0.07 |       0.07 |       0.07 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2455931 |    2056900 |    2036659 |    2029343 |    1888363 |    1850669 |    1848216 |    1871803 |    1703670 |    1705318 |    1698862 |    1688018
    num cache misses                 |      53370 |      41014 |      42320 |      43033 |      51705 |      50216 |      50071 |      49647 |      26888 |      26214 |      24823 |      24662
    miss rate                        |      2.17% |      1.99% |      2.08% |      2.12% |      2.74% |      2.71% |      2.71% |      2.65% |      1.58% |      1.54% |      1.46% |      1.46%
    mpki                             |      10.85 |       7.89 |       8.36 |       8.53 |      10.99 |      10.52 |      10.50 |      10.09 |       4.37 |       4.20 |       3.96 |       3.99
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      68320 |      43603 |      44047 |      45406 |      54886 |      53310 |      52896 |      54538 |      30993 |      31149 |      29021 |      27259
    num cache misses                 |      22382 |      13240 |      15084 |      16381 |      15341 |      15203 |      14062 |      12775 |      13083 |      11135 |      11517 |      11831
    miss rate                        |     32.76% |     30.36% |     34.25% |     36.08% |     27.95% |     28.52% |     26.58% |     23.42% |     42.21% |     35.75% |     39.69% |     43.40%
    mpki                             |       4.55 |       2.55 |       2.98 |       3.25 |       3.26 |       3.19 |       2.95 |       2.60 |       2.13 |       1.78 |       1.84 |       1.91
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      34206 |      19611 |      21235 |      23284 |      22903 |      22671 |      20932 |      21171 |      19037 |      17782 |      17402 |      16687
    num cache misses                 |      13450 |       2453 |       2344 |       2426 |       2330 |       2294 |       2487 |       6672 |       7737 |       4186 |       3691 |       5261
    miss rate                        |     39.32% |     12.51% |     11.04% |     10.42% |     10.17% |     10.12% |     11.88% |     31.51% |     40.64% |     23.54% |     21.21% |     31.53%
    mpki                             |       2.73 |       0.47 |       0.46 |       0.48 |       0.50 |       0.48 |       0.52 |       1.36 |       1.26 |       0.67 |       0.59 |       0.85
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      13770 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      13659 |          0 |          0 |          0
  average dram access latency (ns)   |     308.38 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |     310.89 |        inf |        inf |        inf
  average dram queueing delay        |     247.13 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |     249.64 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       5363 |        178 |        190 |        193 |        153 |        155 |        139 |         47 |         82 |         84 |         88 |         54
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |        982 |        519 |        496 |        517 |        570 |        522 |        829 |       4655 |       5507 |       2349 |       2123 |       3736
