                                     | Core 0      | Core 1     
  Instructions                       |  1037868031 |  1029084008
  Cycles                             |   613186440 |   613186440
  IPC                                |        1.69 |        1.68
  Time (ns)                          |   211443600 |   211443600
  Idle time (ns)                     |     1688213 |      244493
  Idle time (%)                      |        0.8% |        0.1%
Branch predictor stats               |             |            
  num correct                        |   176234145 |   172541332
  num incorrect                      |      646081 |      653015
  misprediction rate                 |       0.37% |       0.38%
  mpki                               |        0.62 |        0.63
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |    39295867 |    40084852
    num misses                       |         308 |          27
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |   387631430 |   386844032
    num misses                       |      393251 |      390535
    miss rate                        |       0.10% |       0.10%
    mpki                             |        0.38 |        0.38
  L2 TLB                             |             |            
    num accesses                     |      393559 |      390562
    num misses                       |      353428 |      353646
    miss rate                        |      89.80% |      90.55%
    mpki                             |        0.34 |        0.34
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |    39295867 |    40084852
    num cache misses                 |       28312 |       12319
    miss rate                        |       0.07% |       0.03%
    mpki                             |        0.03 |        0.01
  Cache L1-D                         |             |            
    num cache accesses               |   387631430 |   386844032
    num cache misses                 |    57514195 |    57752398
    miss rate                        |      14.84% |      14.93%
    mpki                             |       55.42 |       56.12
  Cache L2                           |             |            
    num cache accesses               |    57721719 |    57943063
    num cache misses                 |    21093156 |    21133489
    miss rate                        |      36.54% |      36.47%
    mpki                             |       20.32 |       20.54
  Cache L3                           |             |            
    num cache accesses               |    21279406 |    21318826
    num cache misses                 |      314940 |      305403
    miss rate                        |       1.48% |       1.43%
    mpki                             |        0.30 |        0.30
DRAM summary                         |             |            
  num dram accesses                  |      114884 |      114859
  average dram access latency (ns)   |       61.98 |       61.96
  average dram queueing delay        |        0.73 |        0.71
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |       51958 |       45889
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |      192620 |      192829
