                                     | Core 0     | Core 1    
  Instructions                       |  362292372 |  362613689
  Cycles                             |  143380160 |  143380160
  IPC                                |       2.53 |       2.53
  Time (ns)                          |   65172800 |   65172800
  Idle time (ns)                     |        231 |     455687
  Idle time (%)                      |       0.0% |       0.7%
Branch predictor stats               |            |           
  num correct                        |   17366047 |   17596875
  num incorrect                      |     500718 |     487760
  misprediction rate                 |      2.80% |      2.70%
  mpki                               |       1.38 |       1.35
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   32385682 |   32252576
    num misses                       |        317 |         28
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  112860651 |  112610814
    num misses                       |     109371 |     107911
    miss rate                        |      0.10% |      0.10%
    mpki                             |       0.30 |       0.30
  L2 TLB                             |            |           
    num accesses                     |     109688 |     107939
    num misses                       |      25026 |      24042
    miss rate                        |     22.82% |     22.27%
    mpki                             |       0.07 |       0.07
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   32385682 |   32252576
    num cache misses                 |      18303 |       8684
    miss rate                        |      0.06% |      0.03%
    mpki                             |       0.05 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |  112860651 |  112610814
    num cache misses                 |   13136697 |   13123262
    miss rate                        |     11.64% |     11.65%
    mpki                             |      36.26 |      36.19
  Cache L2                           |            |           
    num cache accesses               |   13156116 |   13132019
    num cache misses                 |    1578947 |    1561750
    miss rate                        |     12.00% |     11.89%
    mpki                             |       4.36 |       4.31
  Cache L3                           |            |           
    num cache accesses               |    1580086 |    1561838
    num cache misses                 |      94248 |      84691
    miss rate                        |      5.96% |      5.42%
    mpki                             |       0.26 |       0.23
DRAM summary                         |            |           
  num dram accesses                  |     179660 |          0
  average dram access latency (ns)   |      62.01 |        inf
  average dram queueing delay        |       0.76 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6042 |        732
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
