                                     | Core 0      | Core 1     
  Instructions                       |  4352448676 |  4157965192
  Cycles                             |  5591254800 |  5591254800
  IPC                                |        0.78 |        0.74
  Time (ns)                          |  1397813700 |  1397813700
  Idle time (ns)                     |     4923939 |      237858
  Idle time (%)                      |        0.4% |        0.0%
Branch predictor stats               |             |            
  num correct                        |   837324624 |   772079498
  num incorrect                      |     2271120 |     2293848
  misprediction rate                 |       0.27% |       0.30%
  mpki                               |        0.52 |        0.55
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   224084391 |   225663831
    num misses                       |         261 |          27
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |  1500734766 |  1467910253
    num misses                       |     1715418 |     1480522
    miss rate                        |       0.11% |       0.10%
    mpki                             |        0.39 |        0.36
  L2 TLB                             |             |            
    num accesses                     |     1715679 |     1480549
    num misses                       |     1317452 |     1315723
    miss rate                        |      76.79% |      88.87%
    mpki                             |        0.30 |        0.32
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   224084391 |   225663831
    num cache misses                 |       52864 |       37148
    miss rate                        |       0.02% |       0.02%
    mpki                             |        0.01 |        0.01
  Cache L1-D                         |             |            
    num cache accesses               |  1500734766 |  1467910253
    num cache misses                 |   419690462 |   419533933
    miss rate                        |      27.97% |      28.58%
    mpki                             |       96.43 |      100.90
  Cache L2                           |             |            
    num cache accesses               |   421516919 |   421336942
    num cache misses                 |    78381089 |    78344071
    miss rate                        |      18.60% |      18.59%
    mpki                             |       18.01 |       18.84
  Cache L3                           |             |            
    num cache accesses               |    80200899 |    80151738
    num cache misses                 |    77340754 |    77291959
    miss rate                        |      96.43% |      96.43%
    mpki                             |       17.77 |       18.59
DRAM summary                         |             |            
  num dram accesses                  |    79219835 |    79216693
  average dram access latency (ns)   |       64.09 |       64.16
  average dram queueing delay        |        2.83 |        2.91
  average dram bandwidth utilization |       7.00% |       7.00%
Coherency Traffic                    |             |            
  num loads from dram                |    76220867 |    76202593
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |      407389 |      394413
