                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1963819732 |  1956052954 |  1939455667 |  1937917671 |  1652213660 |  1659871700 |  1669917084 |  1659877066 |  1964978734 |  1944857579 |  1962400572 |  1942433640 |  1660105507 |  1658214734 |  1690934850 |  1660720690
  Cycles                             |   860163780 |   860163780 |   860163780 |   860163780 |   652538040 |   652538040 |   652538040 |   652538040 |   860163780 |   860163780 |   860163780 |   860163780 |   652538040 |   652538040 |   652538040 |   652538040
  IPC                                |        2.28 |        2.27 |        2.25 |        2.25 |        2.53 |        2.54 |        2.56 |        2.54 |        2.28 |        2.26 |        2.28 |        2.26 |        2.54 |        2.54 |        2.59 |        2.55
  Time (ns)                          |   296608200 |   296608200 |   296608200 |   296608200 |   296608200 |   296608200 |   296608200 |   296608200 |   296608200 |   296608200 |   296608200 |   296608200 |   296608200 |   296608200 |   296608200 |   296608200
  Idle time (ns)                     |      295274 |         350 |      300472 |      314309 |      310827 |      307375 |      302192 |      309110 |      293452 |      291510 |      296988 |      315997 |      312545 |      303904 |      298694 |      305634
  Idle time (%)                      |        0.1% |        0.0% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   105928160 |    98997024 |   368407585 |   369758772 |   274524282 |   277076958 |   278561355 |   277078944 |   106314903 |    95952823 |   105455507 |   371264494 |   277154895 |   276524637 |    14963971 |   277360149
  num incorrect                      |       28369 |       35132 |       18660 |       18457 |       18251 |       18256 |       18664 |       18248 |       27965 |       32623 |       27969 |       18249 |       18254 |       18255 |       26633 |       18251
  misprediction rate                 |       0.03% |       0.04% |       0.01% |       0.00% |       0.01% |       0.01% |       0.01% |       0.01% |       0.03% |       0.03% |       0.03% |       0.00% |       0.01% |       0.01% |       0.18% |       0.01%
