                                     | Core 0     | Core 1    
  Instructions                       |  928203121 |  932081995
  Cycles                             |  992235290 |  992235290
  IPC                                |       0.94 |       0.94
  Time (ns)                          |  342150100 |  342150100
  Idle time (ns)                     |        448 |     356853
  Idle time (%)                      |       0.0% |       0.1%
Branch predictor stats               |            |           
  num correct                        |   45115473 |   46861048
  num incorrect                      |     101310 |      84261
  misprediction rate                 |      0.22% |      0.18%
  mpki                               |       0.11 |       0.09
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |  101121863 |  100748871
    num misses                       |        275 |         30
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  517315819 |  516830465
    num misses                       |     290223 |     287609
    miss rate                        |      0.06% |      0.06%
    mpki                             |       0.31 |       0.31
  L2 TLB                             |            |           
    num accesses                     |     290498 |     287639
    num misses                       |     203057 |     201588
    miss rate                        |     69.90% |     70.08%
    mpki                             |       0.22 |       0.22
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |  101121863 |  100748871
    num cache misses                 |      31628 |      20825
    miss rate                        |      0.03% |      0.02%
    mpki                             |       0.03 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |  517315819 |  516830465
    num cache misses                 |   16235134 |   16186377
    miss rate                        |      3.14% |      3.13%
    mpki                             |      17.49 |      17.37
  Cache L2                           |            |           
    num cache accesses               |   17703264 |   17619962
    num cache misses                 |   10643980 |   10614907
    miss rate                        |     60.12% |     60.24%
    mpki                             |      11.47 |      11.39
  Cache L3                           |            |           
    num cache accesses               |   12081204 |   12027788
    num cache misses                 |    8140150 |    8134102
    miss rate                        |     67.38% |     67.63%
    mpki                             |       8.77 |       8.73
DRAM summary                         |            |           
  num dram accesses                  |   11794723 |   11795784
  average dram access latency (ns)   |     497.24 |     488.46
  average dram queueing delay        |     435.99 |     427.21
  average dram bandwidth utilization |      4.00% |      4.00%
Coherency Traffic                    |            |           
  num loads from dram                |    5776017 |    5778649
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |      81203 |      89518
