                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    4373861 |    4077261 |    4042481 |    4006078 |    3581191 |    3522028 |    3499853 |    3450721 |    3793969 |    3731177 |    3691463 |    3671545 |    3253557 |    3229690 |    3197173 |    3141005
  Cycles                             |    5638760 |    5638760 |    5638760 |    5638760 |    4277680 |    4277680 |    4277680 |    4277680 |    5638760 |    5638760 |    5638760 |    5638760 |    4277680 |    4277680 |    4277680 |    4277680
  IPC                                |       0.78 |       0.72 |       0.72 |       0.71 |       0.84 |       0.82 |       0.82 |       0.81 |       0.67 |       0.66 |       0.65 |       0.65 |       0.76 |       0.76 |       0.75 |       0.73
  Time (ns)                          |    1944400 |    1944400 |    1944400 |    1944400 |    1944400 |    1944400 |    1944400 |    1944400 |    1944400 |    1944400 |    1944400 |    1944400 |    1944400 |    1944400 |    1944400 |    1944400
  Idle time (ns)                     |        199 |     318366 |     321553 |     323268 |     324944 |     326650 |     328330 |     330034 |     331713 |     333420 |     335096 |     336806 |     338477 |     340184 |     341864 |     343571
  Idle time (%)                      |       0.0% |      16.4% |      16.5% |      16.6% |      16.7% |      16.8% |      16.9% |      17.0% |      17.1% |      17.1% |      17.2% |      17.3% |      17.4% |      17.5% |      17.6% |      17.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     549209 |     565195 |     557921 |     549045 |     434271 |     421275 |     418472 |     406046 |     507068 |     494104 |     483098 |     479513 |     366672 |     360553 |     354312 |     338584
  num incorrect                      |      11298 |        931 |        988 |        956 |        942 |        977 |        913 |       1029 |       1098 |       1169 |       1235 |       1700 |       1618 |       1874 |       1822 |       2337
  misprediction rate                 |      2.02% |      0.16% |      0.18% |      0.17% |      0.22% |      0.23% |      0.22% |      0.25% |      0.22% |      0.24% |      0.25% |      0.35% |      0.44% |      0.52% |      0.51% |      0.69%
  mpki                               |       2.58 |       0.23 |       0.24 |       0.24 |       0.26 |       0.28 |       0.26 |       0.30 |       0.29 |       0.31 |       0.33 |       0.46 |       0.50 |       0.58 |       0.57 |       0.74
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     401406 |     325630 |     314633 |     303150 |     292020 |     281127 |     269561 |     258764 |     247887 |     237039 |     226337 |     215659 |     204091 |     194462 |     183322 |     164814
    num misses                       |        131 |         23 |         21 |         21 |         23 |         21 |         21 |         21 |         21 |         23 |         23 |         21 |         23 |         23 |         21 |         23
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.03 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1720330 |    1437620 |    1425078 |    1412890 |    1334953 |    1315688 |    1301323 |    1287365 |    1329603 |    1305296 |    1298744 |    1284567 |    1207319 |    1202981 |    1184503 |    1182479
    num misses                       |       4935 |       3553 |       3948 |       3426 |       3878 |       4001 |       3450 |       3983 |       3562 |       3329 |       3421 |       3667 |       3574 |       3612 |       3480 |       3521
    miss rate                        |      0.29% |      0.25% |      0.28% |      0.24% |      0.29% |      0.30% |      0.27% |      0.31% |      0.27% |      0.26% |      0.26% |      0.29% |      0.30% |      0.30% |      0.29% |      0.30%
    mpki                             |       1.13 |       0.87 |       0.98 |       0.86 |       1.08 |       1.14 |       0.99 |       1.15 |       0.94 |       0.89 |       0.93 |       1.00 |       1.10 |       1.12 |       1.09 |       1.12
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       5066 |       3576 |       3969 |       3447 |       3901 |       4022 |       3471 |       4004 |       3583 |       3352 |       3444 |       3688 |       3597 |       3635 |       3501 |       3544
    num misses                       |        593 |        184 |        203 |        228 |        202 |        199 |        186 |        229 |        187 |        187 |        224 |        216 |        200 |        197 |        205 |        219
    miss rate                        |     11.71% |      5.15% |      5.11% |      6.61% |      5.18% |      4.95% |      5.36% |      5.72% |      5.22% |      5.58% |      6.50% |      5.86% |      5.56% |      5.42% |      5.86% |      6.18%
    mpki                             |       0.14 |       0.05 |       0.05 |       0.06 |       0.06 |       0.06 |       0.05 |       0.07 |       0.05 |       0.05 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.07
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     401406 |     325630 |     314633 |     303150 |     292020 |     281127 |     269561 |     258764 |     247887 |     237039 |     226337 |     215659 |     204091 |     194462 |     183322 |     164814
    num cache misses                 |       1878 |        136 |        131 |        131 |        136 |        132 |        132 |        132 |        131 |        136 |        136 |        131 |        136 |        136 |        132 |        141
    miss rate                        |      0.47% |      0.04% |      0.04% |      0.04% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.06% |      0.06% |      0.06% |      0.07% |      0.07% |      0.07% |      0.09%
    mpki                             |       0.43 |       0.03 |       0.03 |       0.03 |       0.04 |       0.04 |       0.04 |       0.04 |       0.03 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1720330 |    1437620 |    1425078 |    1412890 |    1334953 |    1315688 |    1301323 |    1287365 |    1329603 |    1305296 |    1298744 |    1284567 |    1207319 |    1202981 |    1184503 |    1182479
    num cache misses                 |      59372 |      46403 |      46686 |      47362 |      48010 |      46695 |      46552 |      46240 |      44847 |      44550 |      44708 |      44853 |      46225 |      44568 |      45234 |      44423
    miss rate                        |      3.45% |      3.23% |      3.28% |      3.35% |      3.60% |      3.55% |      3.58% |      3.59% |      3.37% |      3.41% |      3.44% |      3.49% |      3.83% |      3.70% |      3.82% |      3.76%
    mpki                             |      13.57 |      11.38 |      11.55 |      11.82 |      13.41 |      13.26 |      13.30 |      13.40 |      11.82 |      11.94 |      12.11 |      12.22 |      14.21 |      13.80 |      14.15 |      14.14
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      77653 |      58355 |      59247 |      61265 |      61301 |      59984 |      60316 |      61333 |      60081 |      57352 |      59105 |      58629 |      60017 |      58156 |      60074 |      59243
    num cache misses                 |      45558 |      35966 |      36541 |      37986 |      36866 |      36571 |      37074 |      37218 |      36408 |      37594 |      38031 |      39093 |      38052 |      37244 |      38046 |      37538
    miss rate                        |     58.67% |     61.63% |     61.68% |     62.00% |     60.14% |     60.97% |     61.47% |     60.68% |     60.60% |     65.55% |     64.34% |     66.68% |     63.40% |     64.04% |     63.33% |     63.36%
    mpki                             |      10.42 |       8.82 |       9.04 |       9.48 |      10.29 |      10.38 |      10.59 |      10.79 |       9.60 |      10.08 |      10.30 |      10.65 |      11.70 |      11.53 |      11.90 |      11.95
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      63396 |      47319 |      48597 |      51193 |      49989 |      49231 |      49953 |      51114 |      52201 |      49920 |      51906 |      52188 |      51486 |      50149 |      52128 |      51351
    num cache misses                 |      26071 |      11940 |      11370 |      12237 |      10938 |      11015 |      12557 |      17193 |      15534 |      12667 |      12740 |      12498 |      10983 |      11136 |      12644 |      16637
    miss rate                        |     41.12% |     25.23% |     23.40% |     23.90% |     21.88% |     22.37% |     25.14% |     33.64% |     29.76% |     25.37% |     24.54% |     23.95% |     21.33% |     22.21% |     24.26% |     32.40%
    mpki                             |       5.96 |       2.93 |       2.81 |       3.05 |       3.05 |       3.13 |       3.59 |       4.98 |       4.09 |       3.39 |       3.45 |       3.40 |       3.38 |       3.45 |       3.95 |       5.30
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      10007 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |       9898 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     259.82 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |     262.19 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     198.56 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |     200.94 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
