                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3938547627 |   128521895 |   127613480 |   128165747 |   127930183 |   128013184 |   128651264 |   128087877
  Cycles                             |  3471415200 |  3471415200 |  3471415200 |  3471415200 |  3471415200 |  3471415200 |  3471415200 |  3471415200
  IPC                                |        1.13 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04
  Time (ns)                          |  1577916000 |  1577916000 |  1577916000 |  1577916000 |  1577916000 |  1577916000 |  1577916000 |  1577916000
  Idle time (ns)                     |    53567010 |  1525420048 |  1525831128 |  1525593102 |  1525826108 |  1525779933 |  1525491484 |  1525776708
  Idle time (%)                      |        3.4% |       96.7% |       96.7% |       96.7% |       96.7% |       96.7% |       96.7% |       96.7%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   169537781 |     2487886 |     2473266 |     2480725 |     2473819 |     2474833 |     2488807 |     2476189
  num incorrect                      |     6140222 |       84465 |       84260 |       83931 |       83645 |       83541 |       84086 |       83492
  misprediction rate                 |       3.50% |       3.28% |       3.29% |       3.27% |       3.27% |       3.27% |       3.27% |       3.26%
  mpki                               |        1.56 |        0.66 |        0.66 |        0.65 |        0.65 |        0.65 |        0.65 |        0.65
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   773980826 |    19903231 |    19765522 |    19848366 |    19814372 |    19828257 |    19924361 |    19837742
    num misses                       |         204 |          49 |          49 |          49 |          45 |          44 |          48 |          44
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2331212686 |    81237311 |    80654568 |    81006680 |    80881727 |    80933860 |    81324457 |    80977819
    num misses                       |    13313061 |      846948 |      860900 |      829796 |      833338 |      832849 |      829462 |      838251
    miss rate                        |       0.57% |       1.04% |       1.07% |       1.02% |       1.03% |       1.03% |       1.02% |       1.04%
    mpki                             |        3.38 |        6.59 |        6.75 |        6.47 |        6.51 |        6.51 |        6.45 |        6.54
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |    13313265 |      846997 |      860949 |      829845 |      833383 |      832893 |      829510 |      838295
    num misses                       |     6428195 |      442335 |      438622 |      440341 |      440501 |      440230 |      441860 |      440618
    miss rate                        |      48.28% |      52.22% |      50.95% |      53.06% |      52.86% |      52.86% |      53.27% |      52.56%
    mpki                             |        1.63 |        3.44 |        3.44 |        3.44 |        3.44 |        3.44 |        3.43 |        3.44
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   773980826 |    19903231 |    19765522 |    19848366 |    19814372 |    19828257 |    19924361 |    19837742
    num cache misses                 |     2997568 |        7581 |        7468 |        7533 |        7457 |        7344 |        7533 |        7378
    miss rate                        |       0.39% |       0.04% |       0.04% |       0.04% |       0.04% |       0.04% |       0.04% |       0.04%
    mpki                             |        0.76 |        0.06 |        0.06 |        0.06 |        0.06 |        0.06 |        0.06 |        0.06
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2331212686 |    81237311 |    80654568 |    81006680 |    80881727 |    80933860 |    81324457 |    80977819
    num cache misses                 |    22305197 |      831111 |      823662 |      827913 |      826250 |      826535 |      830877 |      826724
    miss rate                        |       0.96% |       1.02% |       1.02% |       1.02% |       1.02% |       1.02% |       1.02% |       1.02%
    mpki                             |        5.66 |        6.47 |        6.45 |        6.46 |        6.46 |        6.46 |        6.46 |        6.45
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    26521671 |      838831 |      831278 |      835587 |      833969 |      834112 |      838660 |      834355
    num cache misses                 |    15692077 |      708814 |      701498 |      705074 |      704200 |      703943 |      707731 |      704176
    miss rate                        |      59.17% |      84.50% |      84.39% |      84.38% |      84.44% |      84.39% |      84.39% |      84.40%
    mpki                             |        3.98 |        5.52 |        5.50 |        5.50 |        5.50 |        5.50 |        5.50 |        5.50
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    16912075 |      708951 |      701646 |      705215 |      704462 |      704176 |      707981 |      704429
    num cache misses                 |     4156740 |      296960 |      294143 |      295303 |      252710 |      252793 |      253868 |      253343
    miss rate                        |      24.58% |      41.89% |      41.92% |      41.87% |      35.87% |      35.90% |      35.86% |      35.96%
    mpki                             |        1.06 |        2.31 |        2.30 |        2.30 |        1.98 |        1.97 |        1.97 |        1.98
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |     3428680 |           0 |           0 |           0 |     3427664 |           0 |           0 |           0
  average dram access latency (ns)   |       61.26 |         inf |         inf |         inf |       61.26 |         inf |         inf |         inf
  average dram queueing delay        |        0.01 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |     3355519 |       65024 |       64355 |       64547 |       67877 |       67841 |       67916 |       67979
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      106994 |      177302 |      175367 |      176228 |      140893 |      140557 |      141660 |      140955
