14,32309994,15644429,203383779,133078232
9,27602003,16112169,187034991,137348136
10,30669875,15644442,196823355,133078284
7,26777160,16112508,183739608,137352196
13,28680177,15644625,188866540,133080468
6,29571182,15644769,192432274,133082188
12,29317634,15644550,191416008,133079916
4,27892943,16112466,188202387,137351884
11,27778476,16112372,187742980,137350400
8,30158029,15644472,194776103,133078428
5,27550461,15644484,184345867,133078500
3,29785262,16112149,195768015,137348056
2,30665787,16112176,199290259,137348176
1,34860946,22062786,243204463,186802692
0,23802351,22166757,199282924,187422010
