205656,21860,775,775,544,4,556,611,2536,2316,3116,2173,2950,4849,3507,8111,828317,3173605,1777095,876421,49074,43191,48393,0
16858,27392,241,2367,257,0,1162,2404,2880,0,1,0,289,5538,3654,7113,2458,902,1709,960,5353,4650,0,48393
17711,30310,170,2239,281,0,1947,1466,2837,0,1,0,288,2707,4835,8709,6137,3182,2985,2438,5118,0,4650,43191
18643,31572,208,1867,133,110,2058,1719,2220,0,1,0,264,4405,4259,10197,2730,1396,1382,1519,0,5118,5353,49074
17527,30805,1418,2634,770,40,146,211,1798,3132,2104,3897,2926,147,288,4043,5795,2390,2205,0,1519,2438,960,876421
16802,30465,1170,1916,1101,66,186,144,1750,3507,3564,1637,2335,284,142,4075,4800,3638,0,2205,1382,2985,1709,1777095
18617,31995,1491,2228,1397,110,247,212,2049,3617,2007,3987,3096,166,308,4438,4558,0,3638,2390,1396,3182,902,3173605
20724,37202,925,3070,1386,134,155,212,1634,1197,5695,2340,3767,228,152,4431,0,4558,4800,5795,2730,6137,2458,828317
9203,98094,200,941,1213,2,6290,6137,4093,88,190,60,132,5645,3956,0,4431,4438,4075,4043,10197,8709,7113,8111
8506,88593,154,598,1120,12,4960,5842,876,11,72,44,89,2772,0,3956,152,308,142,288,4259,4835,3654,3507
8208,88985,374,728,916,40,5100,6300,5691,34,52,24,82,0,2772,5645,228,166,284,147,4405,2707,5538,4849
8466,94424,3317,4696,5427,80,102,88,508,1884,3387,3454,0,82,89,132,3767,3096,2335,2926,264,288,289,2950
9013,102788,5287,4342,3774,46,0,3,602,3981,2573,0,3454,24,44,60,2340,3987,1637,3897,0,0,0,2173
9309,111822,5950,5058,3656,53,0,1,628,2973,0,2573,3387,52,72,190,5695,2007,3564,2104,1,1,1,3116
109715,93493,4665,4392,5092,48,6,2,553,0,2973,3981,1884,34,11,88,1197,3617,3507,3132,0,0,0,2316
954,37987,1008,904,398,280,369,405,0,553,628,602,508,5691,876,4093,1634,2049,1750,1798,2220,2837,2880,2536
7602,1053568,398,988,723,77,831,0,405,2,1,3,88,6300,5842,6137,212,212,144,211,1719,1466,2404,611
6862,1048722,304,807,548,55,0,831,369,6,0,0,102,5100,4960,6290,155,247,186,146,2058,1947,1162,556
362,74,251,147,76,0,55,77,280,48,53,46,80,40,12,2,134,110,66,40,110,0,0,4
6563,1045720,528,1074,0,76,548,723,398,5092,3656,3774,5427,916,1120,1213,1386,1397,1101,770,133,281,257,544
6696,1046138,1272,0,1074,147,807,988,904,4392,5058,4342,4696,728,598,941,3070,2228,1916,2634,1867,2239,2367,775
4280,1045873,0,1272,528,251,304,398,1008,4665,5950,5287,3317,374,154,200,925,1491,1170,1418,208,170,241,775
6765,0,1045873,1046138,1045720,74,1048722,1053568,37987,93493,111822,102788,94424,88985,88593,98094,37202,31995,30465,30805,31572,30310,27392,21860
0,6765,4280,6696,6563,362,6862,7602,954,109715,9309,9013,8466,8208,8506,9203,20724,18617,16802,17527,18643,17711,16858,205656

