15801138,999280,1460920,1522888,1256084,1040103,1293274,946038,0
12469154,772811,742322,810801,782129,635797,792114,0,946038
14509892,866904,1192624,1163416,943346,826064,0,792114,1293274
14213664,746893,971291,820434,780763,0,826064,635797,1040103
14385047,842776,1026978,1125341,0,780763,943346,782129,1256084
15341573,903359,1269740,0,1125341,820434,1163416,810801,1522888
15838312,949451,0,1269740,1026978,971291,1192624,742322,1460920
7203851,0,949451,903359,842776,746893,866904,772811,999280
0,7203851,15838312,15341573,14385047,14213664,14509892,12469154,15801138

