14684342,495866,480255,487528,533529,510112,411709,411927,0
14441315,496089,480372,487575,533609,510207,412025,0,411927
14310910,496147,480333,487579,533586,510331,0,412025,411709
13848435,627113,611414,626819,664863,0,510331,510207,510112
15228628,633575,610390,618725,0,664863,533586,533609,533529
13596337,578130,557263,0,618725,626819,487579,487575,487528
14382349,570254,0,557263,610390,611414,480333,480372,480255
13074995,0,570254,578130,633575,627113,496147,496089,495866
0,13074995,14382349,13596337,15228628,13848435,14310910,14441315,14684342

