6,22435376,11621918,165286614,90710293
1,22460021,11625324,165447865,90736225
3,22363391,11583003,164746964,90401735
8,22616481,11685604,166561250,91205937
9,22542648,11655657,166029154,90971529
5,22570291,11665208,166224462,91044769
4,22341488,11577152,164600194,90358977
14,22261301,11541935,164020538,90083069
7,22563885,11664836,166182106,91043673
13,22299519,11559578,164295726,90221029
12,22429288,11610557,165222390,90618297
11,22445373,11616705,165336745,90667273
10,22353879,11578053,164679914,90365233
2,22475546,11635787,165564422,90816581
0,85791093,53109223,647603890,417333188
