809902,200005,300004,291244,200004,300008,450005,325687,300005,216293,200006,203884,120004,184634,128600,0
553748,0,0,2,0,1,2,0,0,1,2,1,1,6598,0,128600
640888,3,4,5,2,3,3,4,1,3,4,3,8399,0,6598,184634
492518,0,1,2,0,2,1,2,1,0,2,12995,0,8399,1,120004
510300,0,1,1,1,2,1,0,0,1,8994,0,12995,3,1,203884
479482,4,2,3,7023,4,23066,6354,8029,7204,0,8994,2,4,2,200006
513328,0,1,2,1,3,2,0,7200,0,7204,1,0,3,1,216293
593815,0,1,3,2,1,2,7202,0,7200,8029,0,1,1,0,300005
629301,1,0,2,3,4,16202,0,7202,0,6354,0,2,4,0,325687
279731,1,1,3,1,7203,0,16202,2,2,23066,1,1,3,2,450005
774546,4,2,5,8993,0,7203,4,1,3,4,2,2,3,1,300008
594853,0,1,8199,0,8993,1,3,2,1,7023,1,0,2,0,200004
748048,4,7203,0,8199,5,3,2,3,2,3,1,2,5,2,291244
605431,8792,0,7203,1,2,1,0,1,1,2,1,1,4,0,300004
607573,0,8792,4,0,4,1,1,0,0,4,0,0,3,0,200005
0,607573,605431,748048,594853,774546,279731,629301,593815,513328,479482,510300,492518,640888,553748,809902

