854769,493528,160478,161695,157897,148988,158700,152996,162199,164205,156546,158178,154226,158275,152122,154148,0
373345,494425,162524,169208,162354,157100,164595,164512,165152,170356,162981,163365,155575,163310,156899,0,154148
372517,491592,159073,164963,157841,160837,160096,158550,162512,162238,166221,155745,147612,162118,0,156899,152122
363968,494124,159693,164985,160896,159203,162168,161529,158261,168372,158675,156711,164078,0,162118,163310,158275
381500,485670,162027,169311,162477,158498,161959,157069,166671,168143,164625,165424,0,164078,147612,155575,154226
406373,487843,158184,162140,156426,152495,158354,155897,158632,166265,147737,0,165424,156711,155745,163365,158178
397643,486703,159180,163483,155654,156596,158890,153770,162770,164653,0,147737,164625,158675,166221,162981,156546
413284,509143,168843,176540,165170,163736,165094,161753,160162,0,164653,166265,168143,168372,162238,170356,164205
419714,489317,163537,165827,155208,157975,158598,154182,0,160162,162770,158632,166671,158261,162512,165152,162199
1384522,489733,155629,156499,156693,155921,155652,0,154182,161753,153770,155897,157069,161529,158550,164512,152996
412993,497849,167649,166932,158179,155797,0,155652,158598,165094,158890,158354,161959,162168,160096,164595,158700
397183,485004,152580,159499,148569,0,155797,155921,157975,163736,156596,152495,158498,159203,160837,157100,148988
409398,491678,162760,167849,0,148569,158179,156693,155208,165170,155654,156426,162477,160896,157841,162354,157897
351202,498412,151294,0,167849,159499,166932,156499,165827,176540,163483,162140,169311,164985,164963,169208,161695
344395,492869,0,151294,162760,152580,167649,155629,163537,168843,159180,158184,162027,159693,159073,162524,160478
1411047,0,492869,498412,491678,485004,497849,489733,489317,509143,486703,487843,485670,494124,491592,494425,493528
0,1411047,344395,351202,409398,397183,412993,1384522,419714,413284,397643,406373,381500,363968,372517,373345,854769

