11,467484604,146193150,2865864819,1178310272
10,460806804,146193067,2839153731,1178309940
9,547929840,288677899,4149806886,2325436980
8,523016750,288677488,4050149283,2325431496
7,584950459,288677488,4297884119,2325431496
6,543714061,288677759,4132938255,2325432580
5,578286775,289613354,4290682791,2334481096
4,535859818,289613620,4120974695,2334482160
3,520441721,289613493,4059304298,2334482932
2,486378134,289615300,3923046071,2334488892
1,527014459,289613357,4085593539,2334481120
0,484520871,290519612,3917042599,2338931387
