940713,285941,290163,715283,281522,286110,272505,284128,274771,273959,290933,283982,0
537439,289785,291184,722980,278215,288613,284850,283356,277996,279743,276064,0,283982
1514689,291689,294154,729407,283613,292909,284823,278174,286254,280256,0,276064,290933
522673,276219,283407,715380,279267,283318,273255,273186,271902,0,280256,279743,273959
551265,280822,283209,717234,275284,285839,276632,271449,0,271902,286254,277996,274771
543917,289143,284311,725332,276659,289481,275017,0,271449,273186,278174,283356,284128
555589,289296,289453,714897,275741,287292,0,275017,276632,273255,284823,284850,272505
507661,293370,292787,722864,275153,0,287292,289481,285839,283318,292909,288613,286110
525983,285840,284110,709949,0,275153,275741,276659,275284,279267,283613,278215,281522
1569503,701551,707091,0,709949,722864,714897,725332,717234,715380,729407,722980,715283
465161,269899,0,707091,284110,292787,289453,284311,283209,283407,294154,291184,290163
458977,0,269899,701551,285840,293370,289296,289143,280822,276219,291689,289785,285941
0,458977,465161,1569503,525983,507661,555589,543917,551265,522673,1514689,537439,940713

