15,30476447,8301,121956083,59100
14,40535585,8299,162192647,59092
13,34493113,8299,138022759,59092
12,41242992,8435,165024059,60916
11,17479943,127231,71030627,1010076
10,19469022,127247,78986939,1010152
9,17616125,9587517,136100995,77032640
8,17551307,9587345,135841939,77031952
7,17026051,9587435,133740819,77032312
6,17204713,9587355,134455555,77031992
5,16997236,9652888,134883223,77650004
4,17076973,9652185,135203003,77647192
3,39572875,9651734,225187095,77645388
2,42723020,9651738,237787671,77645404
1,37329537,9651737,216213739,77645400
0,41805261,10145553,234805936,79751745
