1364925,167464,68,6692,68,4880,4428,4296,68,76,4388,15149,9033,10428,8424,8077,18356,10064,8704,9240,34208,11560,4010223,3554006,3167652,1557428,430624,174686,582154,1647641,218387,170415,0
68419,314494,0,8816,0,472,1868,812,0,8,16160,10196,0,0,2096,0,17100,0,148,0,27116,29396,9048,3816,2508,3792,2804,3660,4132,3908,58232,0,170415
71929,352091,1236,11980,0,676,2008,780,0,8,17916,8820,144,0,884,0,15276,0,0,0,34672,31332,12404,6480,6056,6424,5060,5156,6344,6624,0,58232,218387
76095,346926,0,10216,0,732,11544,10444,0,8,408,8288,144,0,1892,0,29156,12160,18144,22916,240,0,9736,2880,3076,3884,10412,8088,18636,0,6624,3908,1647641
78637,350664,0,8896,0,616,9796,12892,0,8,560,7384,0,0,1892,0,27976,19216,21812,13980,384,0,9816,4076,3304,3644,13880,15856,0,18636,6344,4132,582154
58189,309956,0,8044,0,540,12080,4292,0,8,344,5360,144,0,1768,0,29704,19768,3788,10552,176,0,7452,2824,2732,2540,6516,0,15856,8088,5156,3660,174686
63507,314224,372,8376,0,560,8900,8048,0,8,412,6724,0,0,1480,0,38236,8936,12628,5728,184,0,8788,3144,3596,3272,0,6516,13880,10412,5060,2804,430624
73186,298188,84,15996,0,12412,2408,540,0,8,384,7284,13044,13724,12724,21928,18160,0,432,0,216,0,19640,19264,16204,0,3272,2540,3644,3884,6424,3792,1557428
68315,319784,568,18404,0,8584,1468,676,0,8,420,6300,17512,16984,13668,6460,13856,0,512,0,200,0,30412,12704,0,16204,3596,2732,3304,3076,6056,2508,3167652
79573,337808,552,20144,0,9552,2348,604,0,8,516,9072,11928,11540,25496,16648,16716,0,156,0,340,8,22068,0,12704,19264,3144,2824,4076,2880,6480,3816,3554006
78775,354040,396,19529,0,9740,2416,596,0,8,520,7664,17332,16952,18916,10500,19212,0,156,0,248,256,0,22068,30412,19640,8788,7452,9816,9736,12404,9048,4010223
40489,304846,60,4032,0,6048,68,0,0,8,46232,4876,352,108,128,192,168,156,44,108,22268,0,256,8,0,0,0,0,0,0,31332,29396,11560
41076,276274,252,5068,0,8776,208,200,0,8,45149,29720,568,396,276,708,316,320,268,436,0,22268,248,340,200,216,184,176,384,240,34672,27116,34208
36582,236393,0,4224,0,4672,23740,17264,0,56,12,1320,64,172,436,16,9512,2048,10088,0,436,108,0,0,0,0,5728,10552,13980,22916,0,0,9240
38192,281605,0,4176,0,5248,20076,24852,0,8,0,1200,64,16,280,244,4868,13576,0,10088,268,44,156,156,512,432,12628,3788,21812,18144,0,148,8704
42423,321267,36,3632,0,6720,25825,25884,0,8,64,1404,84,52,320,116,13140,0,13576,2048,320,156,0,0,0,0,8936,19768,19216,12160,0,0,10064
43395,273129,240,3964,0,6272,23416,22073,0,8,156,1128,80,172,52,112,0,13140,4868,9512,316,168,19212,16716,13856,18160,38236,29704,27976,29156,15276,17100,18356
38585,242652,240,29812,40,30481,0,0,0,8,84,1836,9220,10920,5744,0,112,116,244,16,708,192,10500,16648,6460,21928,0,0,0,0,0,0,8077
842095,318356,240,29244,0,33144,12,836,0,8,0,2160,11684,12256,0,5744,52,320,280,436,276,128,18916,25496,13668,12724,1480,1768,1892,1892,884,2096,8424
45746,273280,240,29504,0,32180,240,0,0,8,0,2336,14932,0,12256,10920,172,52,16,172,396,108,16952,11540,16984,13724,0,0,0,0,0,0,10428
45392,286014,240,30660,0,28392,276,24,8,32,92,2132,0,14932,11684,9220,80,84,64,64,568,352,17332,11928,17512,13044,0,144,0,144,144,0,9033
5351,40697,1636,5868,0,2988,2736,2396,48,40,2896,0,2132,2336,2160,1836,1128,1404,1200,1320,29720,4876,7664,9072,6300,7284,6724,5360,7384,8288,8820,10196,15149
39554,1053483,312,5252,0,2264,2164,1544,24,24,0,2896,92,0,0,84,156,64,0,12,45149,46232,520,516,420,384,412,344,560,408,17916,16160,4388
1609,248,0,16,20,0,108,0,416,0,24,40,32,8,8,8,8,8,8,56,8,8,8,8,8,8,8,8,8,8,8,8,76
1581,180,4,16,0,8,12,1856,0,416,24,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
40421,1053901,372,4024,0,1728,2572,0,1856,0,1544,2396,24,0,836,0,22073,25884,24852,17264,200,0,596,604,676,540,8048,4292,12892,10444,780,812,4296
41339,1056742,204,5192,0,2820,0,2572,12,108,2164,2736,276,240,12,0,23416,25825,20076,23740,208,68,2416,2348,1468,2408,8900,12080,9796,11544,2008,1868,4428
45990,1062406,332,6536,240,0,2820,1728,8,0,2264,2988,28392,32180,33144,30481,6272,6720,5248,4672,8776,6048,9740,9552,8584,12412,560,540,616,732,676,472,4880
1573,180,364,68,0,240,0,0,0,20,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
28530,1054485,2004,0,68,6536,5192,4024,16,16,5252,5868,30660,29504,29244,29812,3964,3632,4176,4224,5068,4032,19529,20144,18404,15996,8376,8044,8896,10216,11980,8816,6692
1625,264,0,2004,364,332,204,372,4,0,312,1636,240,240,240,240,240,36,0,0,252,60,396,552,568,84,372,0,0,0,1236,0,68
53804,0,264,1054485,180,1062406,1056742,1053901,180,248,1053483,40697,286014,273280,318356,242652,273129,321267,281605,236393,276274,304846,354040,337808,319784,298188,314224,309956,350664,346926,352091,314494,167464
0,53804,1625,28530,1573,45990,41339,40421,1581,1609,39554,5351,45392,45746,842095,38585,43395,42423,38192,36582,41076,40489,78775,79573,68315,73186,63507,58189,78637,76095,71929,68419,1364925

