32,42815427,21258303,180821202,95542546
2,1572401,563145,7139301,2303452
41,31073306,16663086,139121520,71477134
29,23917970,12705200,106505944,54256809
28,24693398,12998619,109998297,54921497
40,1717,1249,9871,7512
36,101302198,54109305,451327499,232742869
27,1392280,869986,23923203,11499284
25,6959066,2388652,51435800,16499181
31,45317570,23157775,196495330,101216544
30,24341978,12813958,108214044,53968278
35,19254205,10205890,85803578,43082667
33,3252892,1115436,24044371,7704222
34,13696602,4706091,101227149,32510263
1,41971349,14717434,189153412,59048491
37,53171797,26259660,224477444,117830612
18,1807,1306,10497,7946
8,4037242,1386499,29836181,9576569
13,3553036,1223260,26252841,8450925
9,6650876,2281801,49159941,15761403
10,3434037,1179297,25379845,8145202
3,1813,1312,10537,7986
12,3319710,1139042,24536592,7867061
5,42299658,14832455,190667111,59531958
16,29428090,15646382,131104802,66561282
38,50220589,25597767,216051324,114909678
39,1842724,649708,12357028,4589316
26,22407248,11799665,99661057,49481753
22,42088126,14758709,189684404,59216905
23,1814,1313,10541,7990
24,1715,1244,9863,7480
20,41970711,14718830,189174214,59068071
17,6183994,2124344,45704086,14674130
21,1812,1311,10529,7978
19,41964672,14714646,189116709,59033450
15,28637139,15158622,127959241,63506557
14,3646372,1248168,26956909,8620167
11,3310755,1137684,24466976,7858251
7,3128121,1077514,23111190,7442996
6,7307427,2505859,54014689,17308387
4,1717,1246,9871,7488
0,2189198,609337,12781138,3564168
