7128059,239576,504276,333904,163200,156288,205072,202148,338300,139732,176180,451792,234828,295500,2007000,0
7934635,45984,56996,40732,27848,26900,78948,177136,100848,16076,43148,101896,25172,1797740,0,2007000
13400129,47932,47756,95892,27332,42268,107504,202560,48292,22272,22552,120208,1811972,0,1797740,295500
7415475,24388,45552,81968,8868,24464,190524,72020,28672,9212,5864,1820736,0,1811972,25172,234828
3158591,159736,211580,108388,122868,252664,259480,97980,149988,90292,1817416,0,1820736,120208,101896,451792
6144455,5080,20816,32000,17776,191812,72984,14904,29748,1719548,0,1817416,5864,22552,43148,176180
3293547,8896,17052,29604,53616,153732,26472,20868,1716776,0,1719548,90292,9212,22272,16076,139732
6108955,93268,44488,70484,182952,75056,51452,1769304,0,1716776,29748,149988,28672,48292,100848,338300
2996128,35580,77016,121916,198580,30912,1768420,0,1769304,20868,14904,97980,72020,202560,177136,202148
6003167,48508,90848,246620,88632,1769928,0,1768420,51452,26472,72984,259480,190524,107504,78948,205072
3221771,20860,112644,224336,1723876,0,1769928,30912,75056,153732,191812,252664,24464,42268,26900,156288
5759627,35536,237448,1828392,0,1723876,88632,198580,182952,53616,17776,122868,8868,27332,27848,163200
8330523,140560,2051840,0,1828392,224336,246620,121916,70484,29604,32000,108388,81968,95892,40732,333904
17803848,2059612,0,2051840,237448,112644,90848,77016,44488,17052,20816,211580,45552,47756,56996,504276
11014972,0,2059612,140560,35536,20860,48508,35580,93268,8896,5080,159736,24388,47932,45984,239576
0,11014972,17803848,8330523,5759627,3221771,6003167,2996128,6108955,3293547,6144455,3158591,7415475,13400129,7934635,7128059

