1900036,60421,114866,79076,27557,37252,33783,34161,33955,54572,35870,0
2160042,1,2,2,3,2,0,1,4,1601,0,35870
1900034,0,3,3,1,1,2,0,3604,0,1601,54572
2640059,2,7,4,3,4,5,3605,0,3604,4,33955
2550037,0,4,2,1,1,2402,0,3605,0,1,34161
2550033,1,2,2,1,3602,0,2402,5,2,0,33783
2940039,4,4,6,2402,0,3602,1,4,1,2,37252
2340040,2,2,5405,0,2402,1,1,3,1,3,27557
3510044,3,5408,0,5405,6,2,2,4,3,2,79076
3840032,2403,0,5408,2,4,2,4,7,3,2,114866
2242413,0,2403,3,2,4,1,0,2,0,1,60421
0,2242413,3840032,3510044,2340040,2940039,2550033,2550037,2640059,1900034,2160042,1900036

