1364634,168608,7692,4304,4324,32,4432,4880,14209,40,12256,13385,12816,11213,23827,11184,18956,32489,5837910,3327812,3037057,3702971,221274,160178,185744,217359,0
79328,364885,5664,776,620,0,9016,13660,8696,8,288,144,0,0,10104,18524,47408,7572,14140,9636,6880,5792,7776,11512,12936,0,217359
78475,333500,6352,728,664,0,15188,8924,7260,8,0,144,0,24,16664,15952,38504,15720,15960,9420,5588,6576,10220,8648,0,12936,185744
69069,340280,7936,1248,492,0,14472,6168,6388,8,0,288,0,0,10468,18980,32932,9448,14804,7332,4776,6684,10456,0,8648,11512,160178
73416,315320,5068,1356,588,372,11128,11832,9364,8,0,288,0,0,25368,5856,26244,21884,15316,8664,4672,5304,0,10456,10220,7776,221274
78549,347074,16480,6352,6124,1092,4396,684,5672,8,10900,11280,20088,23676,1344,44,24764,1392,29552,14036,13076,0,5304,6684,6576,5792,3702971
84297,382004,16364,7832,5416,1688,3880,800,7612,8,15084,27404,13072,8072,932,64,23156,1012,28832,27780,0,13076,4672,4776,5588,6880,3037057
119894,586548,16452,11240,12016,1332,4948,1032,8512,8,24220,20680,21692,24684,464,1160,41552,1112,48608,0,27780,14036,8664,7332,9420,9636,3327812
130278,631318,18349,12064,12496,1020,4340,688,8620,8,28712,26196,25560,17316,0,1156,47716,1860,0,48608,28832,29552,15316,14804,15960,14140,5837910
42359,271687,3464,3152,5960,12,24116,27656,17148,60,600,1032,468,564,26572,8604,2196,0,1860,1112,1012,1392,21884,9448,15720,7572,32489
44200,278982,2288,2176,6400,60,15584,28856,4520,8,108,64,72,100,16528,19456,0,2196,47716,41552,23156,24764,26244,32932,38504,47408,18956
42656,296496,2256,1920,6240,36,28881,22460,1164,8,152,172,88,112,2128,0,19456,8604,1156,1160,64,44,5856,18980,15952,18524,11184
46842,299471,3120,3332,6272,240,26408,22941,16676,8,360,316,32,208,0,2128,16528,26572,0,464,932,1344,25368,10468,16664,10104,23827
54668,370970,34180,18808,28116,480,556,0,2568,8,7808,17520,17332,0,208,112,100,564,17316,24684,8072,23676,0,0,24,0,11213
60463,416186,29868,27828,24104,508,720,0,2880,16,19796,12828,0,17332,32,88,72,468,25560,21692,13072,20088,0,0,0,0,12816
61905,441360,32076,27565,24777,480,492,132,3092,16,21500,0,12828,17520,316,172,64,1032,26196,20680,27404,11280,288,288,144,144,13385
858377,437048,25540,27992,31468,240,480,172,3096,84,0,21500,19796,7808,360,152,108,600,28712,24220,15084,10900,0,0,0,288,12256
1645,352,16,0,0,44,0,1628,300,0,84,16,16,8,8,8,8,60,8,8,8,8,8,8,8,8,40
5347,40577,5284,5240,1596,1664,2428,1844,0,300,3096,3092,2880,2568,16676,1164,4520,17148,8620,8512,7612,5672,9364,6388,7260,8696,14209
45940,1062474,3468,1512,3968,368,5056,0,1844,1628,172,132,0,0,22941,22460,28856,27656,688,1032,800,684,11832,6168,8924,13660,4880
41315,1056710,5448,1972,4296,444,0,5056,2428,0,480,492,720,556,26408,28881,15584,24116,4340,4948,3880,4396,11128,14472,15188,9016,4432
1629,380,900,1736,516,0,444,368,1664,44,240,480,508,480,240,36,60,12,1020,1332,1688,1092,372,0,0,0,32
40446,1053945,3420,1904,0,516,4296,3968,1596,0,31468,24777,24104,28116,6272,6240,6400,5960,12496,12016,5416,6124,588,492,664,620,4324
39477,1053635,6248,0,1904,1736,1972,1512,5240,0,27992,27565,27828,18808,3332,1920,2176,3152,12064,11240,7832,6352,1356,1248,728,776,4304
23915,1054609,0,6248,3420,900,5448,3468,5284,16,25540,32076,29868,34180,3120,2256,2288,3464,18349,16452,16364,16480,5068,7936,6352,5664,7692
53455,0,1054609,1053635,1053945,380,1056710,1062474,40577,352,437048,441360,416186,370970,299471,296496,278982,271687,631318,586548,382004,347074,315320,340280,333500,364885,168608
0,53455,23915,39477,40446,1629,41315,45940,5347,1645,858377,61905,60463,54668,46842,42656,44200,42359,130278,119894,84297,78549,73416,69069,78475,79328,1364634

