10436466,5178192,5315772,10520816,5108828,5270884,5122664,5138408,0
6405831,5187688,5352824,10543020,5214164,5334608,5055500,0,5138408
6418062,5285360,5332044,10479160,5132784,5304968,0,5055500,5122664
12460430,5396416,5508688,10625832,5186228,0,5304968,5334608,5270884
6374470,5221904,5244576,10410820,0,5186228,5132784,5214164,5108828
14339085,10433744,10561700,0,10410820,10625832,10479160,10543020,10520816
5575029,5323400,0,10561700,5244576,5508688,5332044,5352824,5315772
5614558,0,5323400,10433744,5221904,5396416,5285360,5187688,5178192
0,5614558,5575029,14339085,6374470,12460430,6418062,6405831,10436466

