480429652,45081032,20167383,14551852,14408268,9194145,8312741,44831512,0
436533270,33194161,13361516,10967252,10744412,9150021,42307782,0,44831512
415690608,27467090,12989013,10673466,10347415,44827809,0,42307782,8312741
411506051,27874656,14588026,13914833,33063422,0,44827809,9150021,9194145
413067262,29029100,18695621,53197316,0,33063422,10347415,10744412,14408268
507932108,35373181,50224240,0,53197316,13914833,10673466,10967252,14551852
499759855,65917517,0,50224240,18695621,14588026,12989013,13361516,20167383
293426429,0,65917517,35373181,29029100,27874656,27467090,33194161,45081032
0,293426429,499759855,507932108,413067262,411506051,415690608,436533270,480429652

