1365363,174824,5808,5708,4304,32,4432,4884,14609,11353,14505,10152,13672,22431,15548,41605,4404635,17687557,8868940,4560991,300310,250608,263463,0
94503,400200,1140,13928,1260,0,8212,17960,17344,0,8,0,1736,35440,23128,43024,13844,5928,9440,6320,31232,27856,0,263463
99351,444845,808,13196,1232,0,14596,10936,17372,0,8,0,1728,17040,30420,53784,34680,18940,17856,15260,30548,0,27856,250608
104615,463012,956,10908,572,660,15360,12720,13360,0,8,0,1584,27080,27148,63076,15432,8888,7932,9264,0,30548,31232,300310
98295,453338,10900,17836,5592,240,592,1028,10804,19544,12900,24916,17992,596,1160,24368,31144,13140,12316,0,9264,15260,6320,4560991
94152,449608,8909,12984,8472,396,812,688,10520,22188,22636,9852,14992,1136,568,24548,25528,19532,0,12316,7932,17856,9440,8868940
104364,469850,11448,14408,10500,660,1184,996,12308,22700,11616,25624,19760,712,1280,26484,24580,0,19532,13140,8888,18940,5928,17687557
116728,545422,6740,21328,10612,804,728,1052,9824,7528,36564,14640,23748,1084,620,26432,0,24580,25528,31144,15432,34680,13844,4404635
61778,408711,1584,6668,9704,12,35964,34996,20960,692,1224,460,868,31720,22672,0,26432,26484,24548,24368,63076,53784,43024,41605
57095,367905,1232,4028,8936,72,28364,33168,5084,68,416,332,532,16160,0,22672,620,1280,568,1160,27148,30420,23128,15548
55171,370100,2992,5104,7312,240,28885,36065,27880,224,292,160,476,0,16160,31720,1084,712,1136,596,27080,17040,35440,22431
56667,391047,20396,27573,32496,480,612,524,3048,10732,19480,19800,0,476,532,868,23748,19760,14992,17992,1584,1728,1736,13672
60602,425232,30460,26476,22424,276,0,20,3616,22916,14660,0,19800,160,332,460,14640,25624,9852,24916,0,0,0,10152
62552,462087,36184,29292,21784,292,0,8,3772,16868,0,14660,19480,292,416,1224,36564,11616,22636,12900,8,8,8,14505
855628,387702,27668,26672,30277,288,24,16,3324,0,16868,22916,10732,224,68,692,7528,22700,22188,19544,0,0,0,11353
5355,40921,6048,5424,2388,1664,2216,2384,0,3324,3772,3616,3048,27880,5084,20960,9824,12308,10520,10804,13360,17372,17344,14609
45924,1062462,1612,5300,2904,452,3480,0,2384,16,8,20,524,36065,33168,34996,1052,996,688,1028,12720,10936,17960,4884
41407,1056758,1232,4260,2208,324,0,3480,2216,24,0,0,612,28885,28364,35964,728,1184,812,592,15360,14596,8212,4432
1633,400,1652,860,460,0,324,452,1664,288,292,276,480,240,72,12,804,660,396,240,660,0,0,32
39550,1053519,2220,5532,0,460,2208,2904,2388,30277,21784,22424,32496,7312,8936,9704,10612,10500,8472,5592,572,1232,1260,4304
40364,1054033,5288,0,5532,860,4260,5300,5424,26672,29292,26476,27573,5104,4028,6668,21328,14408,12984,17836,10908,13196,13928,5708
28526,1054601,0,5288,2220,1652,1232,1612,6048,27668,36184,30460,20396,2992,1232,1584,6740,11448,8909,10900,956,808,1140,5808
53472,0,1054601,1054033,1053519,400,1056758,1062462,40921,387702,462087,425232,391047,370100,367905,408711,545422,469850,449608,453338,463012,444845,400200,174824
0,53472,28526,40364,39550,1633,41407,45924,5355,855628,62552,60602,56667,55171,57095,61778,116728,104364,94152,98295,104615,99351,94503,1365363

