11,664630090,259957738,5093291479,2119918104
10,619930284,259927715,4913411887,2119658768
9,622567865,261587904,4959526991,2135827744
8,668517774,261622054,5144506587,2136128228
7,586256803,261587641,4814269175,2135823408
6,650620133,261618317,5072813847,2136091708
5,582023526,261584064,4797212355,2135778896
4,641312777,261616963,5035520591,2136081364
3,706868774,264657314,5329034871,2160639572
2,690072185,264625911,5261080967,2160329092
1,783950357,312366150,6067313803,2547924880
0,803339484,317878017,6149228318,2555866287
