7868313,325676,515281,210717,334623,533320,1908433,490434,513978,1078278,805662,696731,298073,1521225,0
11638370,835813,1339433,401574,934660,1006363,2375113,1575168,1468937,1503601,1364695,1808856,767968,0,1521225
6635375,169397,312291,137648,206618,452940,1639955,311900,356525,921632,672367,430522,0,767968,298073
9547757,387344,606789,303806,457256,639087,2081730,589640,776499,1234309,907407,0,430522,1808856,696731
4550150,580893,820431,435424,785624,997990,1658560,836323,853825,806866,0,907407,672367,1364695,805662
5565849,715895,1078320,561803,1018078,694698,2153388,1117349,1126298,0,806866,1234309,921632,1503601,1078278
8626438,320508,483163,229260,342768,556504,2016150,525639,0,1126298,853825,776499,356525,1468937,513978
8828431,300826,471424,198702,329442,644205,2017526,0,525639,1117349,836323,589640,311900,1575168,490434
4743688,1667155,2026591,1195479,1946560,1088644,0,2017526,2016150,2153388,1658560,2081730,1639955,2375113,1908433
4614076,446234,535986,157918,514819,0,1088644,644205,556504,694698,997990,639087,452940,1006363,533320
7617902,195759,335683,163476,0,514819,1946560,329442,342768,1018078,785624,457256,206618,934660,334623
4955993,128097,195928,0,163476,157918,1195479,198702,229260,561803,435424,303806,137648,401574,210717
8041865,332687,0,195928,335683,535986,2026591,471424,483163,1078320,820431,606789,312291,1339433,515281
3269783,0,332687,128097,195759,446234,1667155,300826,320508,715895,580893,387344,169397,835813,325676
0,3269783,8041865,4955993,7617902,4614076,4743688,8828431,8626438,5565849,4550150,9547757,6635375,11638370,7868313

