                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    4905119 |    4595147 |    4541464 |    4537353 |    4024552 |    3970960 |    3960365 |    3917770 |    4340166 |    4273303 |    4246110 |    4173052
  Cycles                             |    6850670 |    6850670 |    6850670 |    6850670 |    5197060 |    5197060 |    5197060 |    5197060 |    6850670 |    6850670 |    6850670 |    6850670
  IPC                                |       0.72 |       0.67 |       0.66 |       0.66 |       0.77 |       0.76 |       0.76 |       0.75 |       0.63 |       0.62 |       0.62 |       0.61
  Time (ns)                          |    2362300 |    2362300 |    2362300 |    2362300 |    2362300 |    2362300 |    2362300 |    2362300 |    2362300 |    2362300 |    2362300 |    2362300
  Idle time (ns)                     |        314 |     315433 |     318621 |     320336 |     322013 |     323721 |     325397 |     327105 |     328782 |     330489 |     332166 |     333873
  Idle time (%)                      |       0.0% |      13.4% |      13.5% |      13.6% |      13.6% |      13.7% |      13.8% |      13.8% |      13.9% |      14.0% |      14.1% |      14.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     584085 |     589792 |     579403 |     575123 |     435389 |     423756 |     421077 |     412046 |     533683 |     521039 |     514286 |     496668
  num incorrect                      |      11596 |       1163 |       1143 |       1235 |       1152 |       1211 |       1287 |       1425 |       2184 |       2227 |       2275 |       2690
  misprediction rate                 |      1.95% |      0.20% |      0.20% |      0.21% |      0.26% |      0.28% |      0.30% |      0.34% |      0.41% |      0.43% |      0.44% |      0.54%
  mpki                               |       2.36 |       0.25 |       0.25 |       0.27 |       0.29 |       0.30 |       0.32 |       0.36 |       0.50 |       0.52 |       0.54 |       0.64
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     401689 |     327322 |     315975 |     305362 |     293737 |     282706 |     271923 |     261394 |     251682 |     241060 |     230518 |     211212
    num misses                       |        132 |         21 |         23 |         23 |         23 |         23 |         21 |         21 |         23 |         23 |         23 |         23
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.03 |       0.00 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
