                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  159691780 |  162113609 |  159933697 |  159040494 |  186460373 |  186631511 |  187576171 |  187751516 |  163997177 |  165018138 |  165687298 |  166253768
  Cycles                             |   76428600 |   76428600 |   76428600 |   76428600 |  101904800 |  101904800 |  101904800 |  101904800 |   76428600 |   76428600 |   76428600 |   76428600
  IPC                                |       2.09 |       2.12 |       2.09 |       2.08 |       1.83 |       1.83 |       1.84 |       1.84 |       2.15 |       2.16 |       2.17 |       2.18
  Time (ns)                          |   25476200 |   25476200 |   25476200 |   25476200 |   25476200 |   25476200 |   25476200 |   25476200 |   25476200 |   25476200 |   25476200 |   25476200
  Idle time (ns)                     |       3433 |     442180 |     448476 |     454077 |     455227 |     452913 |     453257 |     455311 |    4409096 |    4403567 |    4495652 |    4500941
  Idle time (%)                      |       0.0% |       1.7% |       1.8% |       1.8% |       1.8% |       1.8% |       1.8% |       1.8% |      17.3% |      17.3% |      17.6% |      17.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10388321 |   11356450 |   10629630 |   10331832 |   19472141 |   19529427 |   19844307 |   19902760 |   23909197 |   24249361 |   24472566 |   24661390
  num incorrect                      |      63365 |      55457 |      55466 |      55459 |      55456 |      55447 |      55450 |      55448 |      41269 |      41273 |      41271 |      41272
  misprediction rate                 |      0.61% |      0.49% |      0.52% |      0.53% |      0.28% |      0.28% |      0.28% |      0.28% |      0.17% |      0.17% |      0.17% |      0.17%
  mpki                               |       0.40 |       0.34 |       0.35 |       0.35 |       0.30 |       0.30 |       0.30 |       0.30 |       0.25 |       0.25 |       0.25 |       0.25
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   13850126 |   13732223 |   13732334 |   13732374 |   13732205 |   13732016 |   13732018 |   13732014 |    9916758 |    9916869 |    9916758 |    9916761
    num misses                       |        207 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
