                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   69544644 |   70095554 |   70065572 |   70004568 |   90975266 |   90997169 |   89481118 |   90960250 |   72264604 |   72234644 |   72226708 |   72218467
  Cycles                             |   28665560 |   28665560 |   28665560 |   28665560 |   37786420 |   37786420 |   37786420 |   37786420 |   28665560 |   28665560 |   28665560 |   28665560
  IPC                                |       2.43 |       2.45 |       2.44 |       2.44 |       2.41 |       2.41 |       2.37 |       2.41 |       2.52 |       2.52 |       2.52 |       2.52
  Time (ns)                          |   13029800 |   13029800 |   13029800 |   13029800 |   13029800 |   13029800 |   13029800 |   13029800 |   13029800 |   13029800 |   13029800 |   13029800
  Idle time (ns)                     |        372 |     461939 |     464248 |     465027 |     465804 |     466550 |     467313 |     468058 |     468813 |     469565 |     470323 |     471056
  Idle time (%)                      |       0.0% |       3.5% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    3585472 |    3899542 |    3890823 |    3873515 |   12551653 |   12558058 |   12125036 |   12547652 |    7206026 |    7197466 |    7195181 |    7192838
  num incorrect                      |     108615 |      91875 |      91914 |      91876 |      76721 |      76708 |      76679 |      76676 |      76662 |      76662 |      76674 |      76665
  misprediction rate                 |      2.94% |      2.30% |      2.31% |      2.32% |      0.61% |      0.61% |      0.63% |      0.61% |      1.05% |      1.05% |      1.05% |      1.05%
  mpki                               |       1.56 |       1.31 |       1.31 |       1.31 |       0.84 |       0.84 |       0.86 |       0.84 |       1.06 |       1.06 |       1.06 |       1.06
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6187198 |    6048418 |    6048514 |    6048432 |    5041050 |    5040944 |    5040852 |    5040850 |    5040847 |    5040847 |    5040855 |    5040851
    num misses                       |        309 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
