                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  3938536529 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |  3590421742 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  Cycles                             |  8013084830 |  8013084830 |  8013084830 |  8013084830 |  6078891940 |  6078891940 |  6078891940 |  6078891940 |  8013084830 |  8013084830 |  8013084830 |  8013084830 |  6078891940 |  6078891940 |  6078891940 |  6078891940
  IPC                                |        0.49 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.45 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  Time (ns)                          |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700
  Idle time (ns)                     |  1344243782 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  1418911172 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700 |  2763132700
  Idle time (%)                      |       48.6% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |       51.4% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   169649232 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |    69654658 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num incorrect                      |     6027009 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |     2321036 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  misprediction rate                 |       3.43% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       3.22% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
  mpki                               |        1.53 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.65 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   773979125 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |   556191855 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |        1560 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |          47 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
