                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  5038741586 |  5052838653 |  5126539010 |  5117602820
  Cycles                             |  1784996400 |  1784996400 |  1784996400 |  1784996400
  IPC                                |        2.82 |        2.83 |        2.87 |        2.87
  Time (ns)                          |   446249100 |   446249100 |   446249100 |   446249100
  Idle time (ns)                     |         462 |      248759 |      250003 |      251050
  Idle time (%)                      |        0.0% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |            
  num correct                        |    26033975 |    31138039 |   329959390 |   326980459
  num incorrect                      |       88903 |       79124 |       66793 |       66994
  misprediction rate                 |       0.34% |       0.25% |       0.02% |       0.02%
  mpki                               |        0.02 |        0.02 |        0.01 |        0.01
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   473185183 |   472904844 |   394585411 |   394585410
    num misses                       |         277 |          38 |          38 |          38
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |  2314832351 |  2316505300 |  2084358806 |  2082869439
    num misses                       |     2869904 |     2859982 |     2367835 |     2359252
    miss rate                        |       0.12% |       0.12% |       0.11% |       0.11%
    mpki                             |        0.57 |        0.57 |        0.46 |        0.46
  L2 TLB                             |             |             |             |            
    num accesses                     |     2870181 |     2860020 |     2367873 |     2359290
    num misses                       |       71921 |       60877 |       50793 |       59527
    miss rate                        |       2.51% |       2.13% |       2.15% |       2.52%
    mpki                             |        0.01 |        0.01 |        0.01 |        0.01
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   473185183 |   472904844 |   394585411 |   394585410
    num cache misses                 |      312106 |      251521 |      228927 |      231159
    miss rate                        |       0.07% |       0.05% |       0.06% |       0.06%
    mpki                             |        0.06 |        0.05 |        0.04 |        0.05
  Cache L1-D                         |             |             |             |            
    num cache accesses               |  2314832351 |  2316505300 |  2084358806 |  2082869439
    num cache misses                 |    77995020 |    78023708 |    65272938 |    65241484
    miss rate                        |       3.37% |       3.37% |       3.13% |       3.13%
    mpki                             |       15.48 |       15.44 |       12.73 |       12.75
  Cache L2                           |             |             |             |            
    num cache accesses               |    78448060 |    78468521 |    65754726 |    65733858
    num cache misses                 |     4999734 |     4827842 |     3718652 |     3877550
    miss rate                        |       6.37% |       6.15% |       5.66% |       5.90%
    mpki                             |        0.99 |        0.96 |        0.73 |        0.76
  Cache L3                           |             |             |             |            
    num cache accesses               |     5168252 |     5049523 |     4080024 |     4307937
    num cache misses                 |       21950 |        9905 |        9999 |        9896
    miss rate                        |       0.42% |       0.20% |       0.25% |       0.23%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
DRAM summary                         |             |             |             |            
  num dram accesses                  |       51530 |           0 |           0 |           0
  average dram access latency (ns)   |     1728.19 |         inf |         inf |         inf
  average dram queueing delay        |     1666.94 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |        7639 |         926 |         724 |         530
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
