                                     | Core 0     | Core 1    
  Instructions                       |  804740234 |  807053491
  Cycles                             |  331621840 |  331621840
  IPC                                |       2.43 |       2.43
  Time (ns)                          |  150737200 |  150737200
  Idle time (ns)                     |        498 |     457821
  Idle time (%)                      |       0.0% |       0.3%
Branch predictor stats               |            |           
  num correct                        |   42336947 |   43147900
  num incorrect                      |     994147 |     976990
  misprediction rate                 |      2.29% |      2.21%
  mpki                               |       1.24 |       1.21
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   69020832 |   68883026
    num misses                       |        316 |         28
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  258628914 |  258658107
    num misses                       |     182382 |     183746
    miss rate                        |      0.07% |      0.07%
    mpki                             |       0.23 |       0.23
  L2 TLB                             |            |           
    num accesses                     |     182698 |     183774
    num misses                       |      52140 |      51272
    miss rate                        |     28.54% |     27.90%
    mpki                             |       0.06 |       0.06
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   69020832 |   68883026
    num cache misses                 |      26899 |      17094
    miss rate                        |      0.04% |      0.02%
    mpki                             |       0.03 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |  258628914 |  258658107
    num cache misses                 |   26524036 |   26475675
    miss rate                        |     10.26% |     10.24%
    mpki                             |      32.96 |      32.81
  Cache L2                           |            |           
    num cache accesses               |   26929389 |   26868040
    num cache misses                 |    3127890 |    3108929
    miss rate                        |     11.62% |     11.57%
    mpki                             |       3.89 |       3.85
  Cache L3                           |            |           
    num cache accesses               |    3702720 |    3679688
    num cache misses                 |    1553140 |    1538505
    miss rate                        |     41.95% |     41.81%
    mpki                             |       1.93 |       1.91
DRAM summary                         |            |           
  num dram accesses                  |    5579708 |          0
  average dram access latency (ns)   |    1193.23 |        inf
  average dram queueing delay        |    1131.98 |       0.00
  average dram bandwidth utilization |      4.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |     830583 |     825262
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
