                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4050888664 |   112185894 |   112417402 |   112093374 |   111783484 |   112605221 |   112528886 |   112049643
  Cycles                             |  3139047580 |  3139047580 |  3139047580 |  3139047580 |  3139047580 |  3139047580 |  3139047580 |  3139047580
  IPC                                |        1.29 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04
  Time (ns)                          |  1082430200 |  1082430200 |  1082430200 |  1082430200 |  1082430200 |  1082430200 |  1082430200 |  1082430200
  Idle time (ns)                     |      846022 |  1049525935 |  1049455590 |  1049576118 |  1049630770 |  1049425976 |  1049455475 |  1049585448
  Idle time (%)                      |        0.1% |       97.0% |       97.0% |       97.0% |       97.0% |       97.0% |       97.0% |       97.0%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   171662854 |     2173545 |     2178366 |     2171770 |     2162100 |     2175427 |     2172829 |     2167168
  num incorrect                      |     6260802 |       73837 |       74136 |       73848 |       73151 |       73127 |       72990 |       73090
  misprediction rate                 |       3.52% |       3.29% |       3.29% |       3.29% |       3.27% |       3.25% |       3.25% |       3.26%
  mpki                               |        1.55 |        0.66 |        0.66 |        0.66 |        0.65 |        0.65 |        0.65 |        0.65
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   791380173 |    17376062 |    17410232 |    17360202 |    17314384 |    17440207 |    17428025 |    17355925
    num misses                       |         212 |          50 |          49 |          49 |          44 |          43 |          44 |          43
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2402228800 |    70913631 |    71054403 |    70844451 |    70672770 |    71192693 |    71143985 |    70837728
    num misses                       |    14884265 |      741694 |      744989 |      751218 |      735461 |      756928 |      751489 |      733257
    miss rate                        |       0.62% |       1.05% |       1.05% |       1.06% |       1.04% |       1.06% |       1.06% |       1.04%
    mpki                             |        3.67 |        6.61 |        6.63 |        6.70 |        6.58 |        6.72 |        6.68 |        6.54
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |    14884477 |      741744 |      745038 |      751267 |      735505 |      756971 |      751533 |      733300
    num misses                       |     6882908 |      384540 |      386234 |      384739 |      383512 |      386655 |      387045 |      384419
    miss rate                        |      46.24% |      51.84% |      51.84% |      51.21% |      52.14% |      51.08% |      51.50% |      52.42%
    mpki                             |        1.70 |        3.43 |        3.44 |        3.43 |        3.43 |        3.43 |        3.44 |        3.43
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   791380173 |    17376062 |    17410232 |    17360202 |    17314384 |    17440207 |    17428025 |    17355925
    num cache misses                 |     1527950 |        2417 |        2455 |        2435 |        2302 |        2296 |        2311 |        2299
    miss rate                        |       0.19% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01%
    mpki                             |        0.38 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2402228800 |    70913631 |    71054403 |    70844451 |    70672770 |    71192693 |    71143985 |    70837728
    num cache misses                 |    21207289 |      715815 |      718600 |      716035 |      713929 |      719575 |      719422 |      715764
    miss rate                        |       0.88% |       1.01% |       1.01% |       1.01% |       1.01% |       1.01% |       1.01% |       1.01%
    mpki                             |        5.24 |        6.38 |        6.39 |        6.39 |        6.39 |        6.39 |        6.39 |        6.39
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    23956549 |      718481 |      721295 |      718711 |      716462 |      722110 |      721964 |      718276
    num cache misses                 |    13204885 |      515385 |      517922 |      515480 |      513222 |      517524 |      517484 |      514296
    miss rate                        |      55.12% |      71.73% |      71.80% |      71.72% |      71.63% |      71.67% |      71.68% |      71.60%
    mpki                             |        3.26 |        4.59 |        4.61 |        4.60 |        4.59 |        4.60 |        4.60 |        4.59
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    14427065 |      515634 |      518162 |      515721 |      513453 |      517762 |      517715 |      514508
    num cache misses                 |     4400508 |      238730 |      238009 |      236973 |      241337 |      241961 |      242635 |      241451
    miss rate                        |      30.50% |      46.30% |      45.93% |      45.95% |      47.00% |      46.73% |      46.87% |      46.93%
    mpki                             |        1.09 |        2.13 |        2.12 |        2.11 |        2.16 |        2.15 |        2.16 |        2.15
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |     3436666 |           0 |           0 |           0 |     3435673 |           0 |           0 |           0
  average dram access latency (ns)   |       61.26 |         inf |         inf |         inf |       61.26 |         inf |         inf |         inf
  average dram queueing delay        |        0.01 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |     3426694 |       57565 |       57165 |       57213 |       56150 |       56389 |       56165 |       56061
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      210732 |      114737 |      115106 |      114086 |      117410 |      117891 |      118487 |      117722
