                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4812536196 |  5267130844 |  5684041726 |  5482503538 |  5873073460 |  5972095196 |  6006622003 |  5911729880
  Cycles                             |  2883034400 |  2883034400 |  2883034400 |  2883034400 |  2883034400 |  2883034400 |  2883034400 |  2883034400
  IPC                                |        1.67 |        1.83 |        1.97 |        1.90 |        2.04 |        2.07 |        2.08 |        2.05
  Time (ns)                          |   720758600 |   720758600 |   720758600 |   720758600 |   720758600 |   720758600 |   720758600 |   720758600
  Idle time (ns)                     |        1421 |      260128 |      265830 |      271329 |      281882 |      289946 |      297794 |      304587
  Idle time (%)                      |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   117500211 |   270434045 |   684016252 |   616836860 |   755580345 |   788589188 |   817374080 |   785742968
  num incorrect                      |      359306 |      324221 |      295179 |      295178 |      295191 |      293590 |      281527 |      281928
  misprediction rate                 |       0.30% |       0.12% |       0.04% |       0.05% |       0.04% |       0.04% |       0.03% |       0.04%
  mpki                               |        0.07 |        0.06 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   432096884 |   431282005 |   351580879 |   351580879 |   349170136 |   349170137 |   344015290 |   344015291
    num misses                       |         282 |          33 |          33 |          33 |          33 |          33 |          33 |          33
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2077673616 |  2150863167 |  1986479962 |  1952890259 |  2010225094 |  2026728721 |  2016325398 |  2000510048
    num misses                       |    15816385 |    15600634 |    12944161 |    13783227 |    12575066 |    12573097 |    13402909 |    14145022
