                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |  127588083 |  129439963 |  129450426 |  129594532 |   95554083 |   95575054
  Cycles                             |  480319200 |  480319200 |  480319200 |  480319200 |  120079800 |  120079800
  IPC                                |       0.27 |       0.27 |       0.27 |       0.27 |       0.80 |       0.80
  Time (ns)                          |  120079800 |  120079800 |  120079800 |  120079800 |  120079800 |  120079800
  Idle time (ns)                     |       1106 |     393477 |     396509 |     396919 |     350140 |     351047
  Idle time (%)                      |       0.0% |       0.3% |       0.3% |       0.3% |       0.3% |       0.3%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |   17862788 |   18548227 |   18558479 |   18624540 |    7781782 |    7781753
  num incorrect                      |       6347 |        861 |        702 |       2466 |       2179 |       2681
  misprediction rate                 |      0.04% |      0.00% |      0.00% |      0.01% |      0.03% |      0.03%
  mpki                               |       0.05 |       0.01 |       0.01 |       0.02 |       0.02 |       0.03
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |   14052059 |   14041015 |   14043771 |   14030374 |   13200910 |   13253791
    num misses                       |        120 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   41282703 |   41496492 |   41476161 |   41450770 |   34502192 |   34531625
    num misses                       |    1716366 |    1712509 |    1714001 |    1710489 |    1710041 |    1710405
    miss rate                        |      4.16% |      4.13% |      4.13% |      4.13% |      4.96% |      4.95%
    mpki                             |      13.45 |      13.23 |      13.24 |      13.20 |      17.90 |      17.90
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |    1716486 |    1712533 |    1714025 |    1710513 |    1710065 |    1710429
    num misses                       |     698247 |     698667 |     703308 |     696863 |     700531 |     693488
    miss rate                        |     40.68% |     40.80% |     41.03% |     40.74% |     40.97% |     40.54%
    mpki                             |       5.47 |       5.40 |       5.43 |       5.38 |       7.33 |       7.26
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |   14052059 |   14041015 |   14043771 |   14030374 |   13200910 |   13253791
    num cache misses                 |       5202 |       1371 |       1342 |       1323 |       1535 |       1707
    miss rate                        |      0.04% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.04 |       0.01 |       0.01 |       0.01 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   41282703 |   41496492 |   41476161 |   41450770 |   34502192 |   34531625
    num cache misses                 |    1932491 |    1925154 |    1925146 |    1921088 |    1878180 |    1871295
    miss rate                        |      4.68% |      4.64% |      4.64% |      4.63% |      5.44% |      5.42%
    mpki                             |      15.15 |      14.87 |      14.87 |      14.82 |      19.66 |      19.58
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |    2039076 |    2027582 |    2026207 |    2022879 |    1963283 |    1957048
    num cache misses                 |     696544 |     683443 |     684584 |     682514 |     639008 |     638266
    miss rate                        |     34.16% |     33.71% |     33.79% |     33.74% |     32.55% |     32.61%
    mpki                             |       5.46 |       5.28 |       5.29 |       5.27 |       6.69 |       6.68
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |     797952 |     784511 |     784311 |     782981 |     722576 |     722312
    num cache misses                 |     539915 |     525844 |     525984 |     524264 |     494274 |     494009
    miss rate                        |     67.66% |     67.03% |     67.06% |     66.96% |     68.40% |     68.39%
    mpki                             |       4.23 |       4.06 |       4.06 |       4.05 |       5.17 |       5.17
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |    4118490 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |    1093.48 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |    1032.23 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      4.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |     366982 |     360331 |     360561 |     358237 |     331214 |     329219
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
