                                     | Core 0     | Core 1    
  Instructions                       |   17327985 |   17855306
  Cycles                             |   10226400 |   10226400
  IPC                                |       1.69 |       1.75
  Time (ns)                          |    2556600 |    2556600
  Idle time (ns)                     |        224 |     232146
  Idle time (%)                      |       0.0% |       9.1%
Branch predictor stats               |            |           
  num correct                        |     984337 |    1365241
  num incorrect                      |       9642 |       4217
  misprediction rate                 |      0.97% |      0.31%
  mpki                               |       0.56 |       0.24
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1963614 |    1826988
    num misses                       |        225 |         29
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    9222011 |    8996564
    num misses                       |       3946 |       2689
    miss rate                        |      0.04% |      0.03%
    mpki                             |       0.23 |       0.15
  L2 TLB                             |            |           
    num accesses                     |       4171 |       2718
    num misses                       |        809 |        327
    miss rate                        |     19.40% |     12.03%
    mpki                             |       0.05 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1963614 |    1826988
    num cache misses                 |       9327 |       1989
    miss rate                        |      0.47% |      0.11%
    mpki                             |       0.54 |       0.11
  Cache L1-D                         |            |           
    num cache accesses               |    9222011 |    8996564
    num cache misses                 |     312313 |     291991
    miss rate                        |      3.39% |      3.25%
    mpki                             |      18.02 |      16.35
  Cache L2                           |            |           
    num cache accesses               |     326555 |     295528
    num cache misses                 |      56888 |      36638
    miss rate                        |     17.42% |     12.40%
    mpki                             |       3.28 |       2.05
  Cache L3                           |            |           
    num cache accesses               |      64606 |      41329
    num cache misses                 |      18806 |       8564
    miss rate                        |     29.11% |     20.72%
    mpki                             |       1.09 |       0.48
DRAM summary                         |            |           
  num dram accesses                  |      27350 |          0
  average dram access latency (ns)   |     621.09 |        inf
  average dram queueing delay        |     559.84 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       7011 |        273
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
