                                     | Core 0     | Core 1    
  Instructions                       |  806309866 |  805684978
  Cycles                             |  255756510 |  255756510
  IPC                                |       3.15 |       3.15
  Time (ns)                          |   88191900 |   88191900
  Idle time (ns)                     |        452 |     357093
  Idle time (%)                      |       0.0% |       0.4%
Branch predictor stats               |            |           
  num correct                        |   42783092 |   42755881
  num incorrect                      |     996157 |     978145
  misprediction rate                 |      2.28% |      2.24%
  mpki                               |       1.24 |       1.21
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   69021121 |   68882931
    num misses                       |        314 |         28
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  258854139 |  258462307
    num misses                       |     190103 |     181033
    miss rate                        |      0.07% |      0.07%
    mpki                             |       0.24 |       0.22
  L2 TLB                             |            |           
    num accesses                     |     190417 |     181061
    num misses                       |      52085 |      51073
    miss rate                        |     27.35% |     28.21%
    mpki                             |       0.06 |       0.06
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   69021121 |   68882931
    num cache misses                 |      16922 |       6953
    miss rate                        |      0.02% |      0.01%
    mpki                             |       0.02 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |  258854139 |  258462307
    num cache misses                 |   24516768 |   24512054
    miss rate                        |      9.47% |      9.48%
    mpki                             |      30.41 |      30.42
  Cache L2                           |            |           
    num cache accesses               |   24605773 |   24605362
    num cache misses                 |    3102849 |    3084309
    miss rate                        |     12.61% |     12.54%
    mpki                             |       3.85 |       3.83
  Cache L3                           |            |           
    num cache accesses               |    3589873 |    3567773
    num cache misses                 |     909308 |     920366
    miss rate                        |     25.33% |     25.80%
    mpki                             |       1.13 |       1.14
DRAM summary                         |            |           
  num dram accesses                  |     589271 |     588961
  average dram access latency (ns)   |      62.49 |      62.52
  average dram queueing delay        |       1.24 |       1.27
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |     123096 |     101085
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |     473978 |     497618
