                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  207208957 |  205610931 |  204634318 |  204204378 |  182668987 |  179800993 |  183080689 |  183414009 |  206029629 |  206420590 |  211184298 |  207016233 |          0 |          0 |          0 |          0
  Cycles                             |  180669130 |  180669130 |  180669130 |  180669130 |  137059340 |  137059340 |  137059340 |  137059340 |  180669130 |  180669130 |  180669130 |  180669130 |  137059340 |  137059340 |  137059340 |  137059340
  IPC                                |       1.15 |       1.14 |       1.13 |       1.13 |       1.33 |       1.31 |       1.34 |       1.34 |       1.14 |       1.14 |       1.17 |       1.15 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   62299700 |   62299700 |   62299700 |   62299700 |   62299700 |   62299700 |   62299700 |   62299700 |   62299700 |   62299700 |   62299700 |   62299700 |   62299700 |   62299700 |   62299700 |   62299700
  Idle time (ns)                     |    3462905 |    2971118 |    2939007 |    2793129 |     753034 |     725427 |     425813 |    1104236 |    2320803 |    2473996 |    1741096 |    1680836 |   62299700 |   62299700 |   62299700 |   62299700
  Idle time (%)                      |       5.6% |       4.8% |       4.7% |       4.5% |       1.2% |       1.2% |       0.7% |       1.8% |       3.7% |       4.0% |       2.8% |       2.7% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   37975943 |   37093164 |   37376413 |   37313494 |   30488183 |   30008792 |   30583277 |   31133469 |   37704830 |   38077030 |   39044028 |   37962556 |          0 |          0 |          0 |          0
  num incorrect                      |     825375 |     840834 |     847914 |     863306 |     892513 |     880556 |     870873 |     834498 |     876640 |     882398 |     881551 |     892745 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.13% |      2.22% |      2.22% |      2.26% |      2.84% |      2.85% |      2.77% |      2.61% |      2.27% |      2.26% |      2.21% |      2.30% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       3.98 |       4.09 |       4.14 |       4.23 |       4.89 |       4.90 |       4.76 |       4.55 |       4.25 |       4.27 |       4.17 |       4.31 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6893827 |    7110561 |    6804897 |    6833837 |    7427202 |    7181531 |    7554189 |    7256693 |    6964714 |    6837842 |    7127580 |    7070679 |          0 |          0 |          0 |          0
    num misses                       |        346 |         29 |         29 |         29 |         29 |         29 |         29 |         29 |         29 |         29 |         29 |         29 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   70239611 |   70863556 |   69477090 |   69242181 |   67540604 |   66372772 |   67676118 |   66748066 |   69774390 |   69226328 |   70768337 |   69893766 |          0 |          0 |          0 |          0
    num misses                       |      67688 |      67846 |      86292 |      71653 |      66841 |      86570 |      66419 |      63983 |      65621 |      64807 |      64623 |      65050 |          0 |          0 |          0 |          0
    miss rate                        |      0.10% |      0.10% |      0.12% |      0.10% |      0.10% |      0.13% |      0.10% |      0.10% |      0.09% |      0.09% |      0.09% |      0.09% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.33 |       0.33 |       0.42 |       0.35 |       0.37 |       0.48 |       0.36 |       0.35 |       0.32 |       0.31 |       0.31 |       0.31 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      68034 |      67875 |      86321 |      71682 |      66870 |      86599 |      66448 |      64012 |      65650 |      64836 |      64652 |      65079 |          0 |          0 |          0 |          0
    num misses                       |       3024 |       1151 |       3666 |       2142 |       1069 |       4549 |       1059 |       1066 |       1010 |       2225 |        877 |       1012 |          0 |          0 |          0 |          0
    miss rate                        |      4.44% |      1.70% |      4.25% |      2.99% |      1.60% |      5.25% |      1.59% |      1.67% |      1.54% |      3.43% |      1.36% |      1.56% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.02 |       0.01 |       0.01 |       0.03 |       0.01 |       0.01 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6893827 |    7110561 |    6804897 |    6833837 |    7427202 |    7181531 |    7554189 |    7256693 |    6964714 |    6837842 |    7127580 |    7070679 |          0 |          0 |          0 |          0
    num cache misses                 |      12621 |        389 |        387 |        409 |      10134 |      10661 |      10421 |      10300 |        387 |        386 |        411 |        410 |          0 |          0 |          0 |          0
    miss rate                        |      0.18% |      0.01% |      0.01% |      0.01% |      0.14% |      0.15% |      0.14% |      0.14% |      0.01% |      0.01% |      0.01% |      0.01% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.06 |       0.00 |       0.00 |       0.00 |       0.06 |       0.06 |       0.06 |       0.06 |       0.00 |       0.00 |       0.00 |       0.00 |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   70239611 |   70863556 |   69477090 |   69242181 |   67540604 |   66372772 |   67676118 |   66748066 |   69774390 |   69226328 |   70768337 |   69893766 |          0 |          0 |          0 |          0
    num cache misses                 |    9551076 |    9905709 |    9519218 |    9486774 |   13292649 |   13009095 |   13270976 |   12981395 |    9481816 |    9320439 |    9488344 |    9520782 |          0 |          0 |          0 |          0
