                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   71210225 |   67958292 |   67290462 |   67897587 |   57751858 |   57722348 |          0 |          0 |   67888468 |   67896382 |   68652684 |   68358068 |          0 |   61242742 |          0 |   57719180
  Cycles                             |   32738680 |   32738680 |   32738680 |   32738680 |   24836240 |   24836240 |   24836240 |   24836240 |   32738680 |   32738680 |   32738680 |   32738680 |   24836240 |   24836240 |   24836240 |   24836240
  IPC                                |       2.18 |       2.08 |       2.06 |       2.07 |       2.33 |       2.32 |       0.00 |       0.00 |       2.07 |       2.07 |       2.10 |       2.09 |       0.00 |       2.47 |       0.00 |       2.32
  Time (ns)                          |   11289200 |   11289200 |   11289200 |   11289200 |   11289200 |   11289200 |   11289200 |   11289200 |   11289200 |   11289200 |   11289200 |   11289200 |   11289200 |   11289200 |   11289200 |   11289200
  Idle time (ns)                     |     332891 |     327787 |     323647 |     330837 |        293 |     326758 |   11289200 |   11289200 |     324718 |     322314 |     329804 |     328778 |   11289200 |     331862 |   11289200 |     325719
  Idle time (%)                      |       2.9% |       2.9% |       2.9% |       2.9% |       0.0% |       2.9% |     100.0% |     100.0% |       2.9% |       2.9% |       2.9% |       2.9% |     100.0% |       2.9% |     100.0% |       2.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   23506412 |    4541528 |    4082031 |    4521232 |     604088 |     892650 |          0 |          0 |    4281431 |    4283830 |    4772931 |    4674727 |          0 |   20184096 |          0 |     891583
  num incorrect                      |       1029 |       3069 |       3756 |       3130 |      11236 |       3779 |          0 |          0 |       3692 |       3700 |       3129 |       3129 |          0 |       1019 |          0 |       3689
  misprediction rate                 |      0.00% |      0.07% |      0.09% |      0.07% |      1.83% |      0.42% |      0.00% |      0.00% |      0.09% |      0.09% |      0.07% |      0.07% |      0.00% |      0.01% |      0.00% |      0.41%
  mpki                               |       0.01 |       0.05 |       0.06 |       0.05 |       0.19 |       0.07 |       0.00 |       0.00 |       0.05 |       0.05 |       0.05 |       0.05 |       0.00 |       0.02 |       0.00 |       0.06
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      81882 |    5211212 |    5275382 |    5211212 |    5469748 |    5275235 |          0 |          0 |    5275382 |    5275573 |    5211212 |    5211212 |          0 |      81734 |          0 |    5275235
    num misses                       |         31 |         38 |         38 |         38 |        233 |         38 |          0 |          0 |         38 |         38 |         38 |         38 |          0 |         31 |          0 |         38
    miss rate                        |      0.04% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.04% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   12097153 |   27509252 |   27624940 |   27499135 |   26544386 |   26030194 |          0 |          0 |   27724607 |   27726337 |   27624984 |   27575881 |          0 |   10435578 |          0 |   26029842
    num misses                       |         53 |       5767 |       2172 |       1190 |       7828 |       5714 |          0 |          0 |       3055 |       2521 |       1528 |       3573 |          0 |         48 |          0 |       1284
    miss rate                        |      0.00% |      0.02% |      0.01% |      0.00% |      0.03% |      0.02% |      0.00% |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.08 |       0.03 |       0.02 |       0.14 |       0.10 |       0.00 |       0.00 |       0.05 |       0.04 |       0.02 |       0.05 |       0.00 |       0.00 |       0.00 |       0.02
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |         84 |       5805 |       2210 |       1228 |       8061 |       5752 |          0 |          0 |       3093 |       2559 |       1566 |       3611 |          0 |         79 |          0 |       1322
    num misses                       |         84 |        132 |        134 |        129 |        613 |        135 |          0 |          0 |        134 |        148 |        133 |        132 |          0 |         79 |          0 |        135
    miss rate                        |    100.00% |      2.27% |      6.06% |     10.50% |      7.60% |      2.35% |      0.00% |      0.00% |      4.33% |      5.78% |      8.49% |      3.66% |      0.00% |    100.00% |      0.00% |     10.21%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      81882 |    5211212 |    5275382 |    5211212 |    5469748 |    5275235 |          0 |          0 |    5275382 |    5275573 |    5211212 |    5211212 |          0 |      81734 |          0 |    5275235
    num cache misses                 |        223 |      54583 |      56781 |      54583 |      76126 |      56844 |          0 |          0 |      56781 |      56782 |      54583 |      54583 |          0 |        221 |          0 |      56843
    miss rate                        |      0.27% |      1.05% |      1.08% |      1.05% |      1.39% |      1.08% |       inf% |       inf% |      1.08% |      1.08% |      1.05% |      1.05% |       inf% |      0.27% |       inf% |      1.08%
    mpki                             |       0.00 |       0.80 |       0.84 |       0.80 |       1.32 |       0.98 |        inf |        inf |       0.84 |       0.84 |       0.80 |       0.80 |        inf |       0.00 |        inf |       0.98
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   12097153 |   27509252 |   27624940 |   27499135 |   26544386 |   26030194 |          0 |          0 |   27724607 |   27726337 |   27624984 |   27575881 |          0 |   10435578 |          0 |   26029842
    num cache misses                 |       6497 |      96208 |     114419 |      93449 |     189573 |     151480 |          0 |          0 |     113334 |     115047 |      93442 |      94666 |          0 |      19660 |          0 |     155360
    miss rate                        |      0.05% |      0.35% |      0.41% |      0.34% |      0.71% |      0.58% |       inf% |       inf% |      0.41% |      0.41% |      0.34% |      0.34% |       inf% |      0.19% |       inf% |      0.60%
