                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3938547522 |   128490821 |   128139860 |   128054554 |   128073687 |   127945921 |   127612028 |   128579032
  Cycles                             |  3214138730 |  3214138730 |  3214138730 |  3214138730 |  3214138730 |  3214138730 |  3214138730 |  3214138730
  IPC                                |        1.23 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04
  Time (ns)                          |  1108323700 |  1108323700 |  1108323700 |  1108323700 |  1108323700 |  1108323700 |  1108323700 |  1108323700
  Idle time (ns)                     |    38317751 |  1070780755 |  1070929313 |  1070905919 |  1070874416 |  1070920489 |  1071008276 |  1070757303
  Idle time (%)                      |        3.5% |       96.6% |       96.6% |       96.6% |       96.6% |       96.6% |       96.6% |       96.6%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   169351787 |     2484733 |     2480865 |     2475759 |     2475997 |     2473647 |     2476825 |     2487337
  num incorrect                      |     6326220 |       84019 |       83784 |       83684 |       83590 |       83649 |       84449 |       83977
  misprediction rate                 |       3.60% |       3.27% |       3.27% |       3.27% |       3.27% |       3.27% |       3.30% |       3.27%
  mpki                               |        1.61 |        0.65 |        0.65 |        0.65 |        0.65 |        0.65 |        0.66 |        0.65
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   773980831 |    19899096 |    19844291 |    19832990 |    19837508 |    19816846 |    19764482 |    19912970
    num misses                       |         186 |          49 |          48 |          44 |          45 |          43 |          49 |          49
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2331212676 |    81227806 |    80988766 |    80957571 |    80970936 |    80893657 |    80646095 |    81277992
    num misses                       |    13417110 |      882802 |      878349 |      887207 |      885250 |      936957 |      893505 |      893431
    miss rate                        |       0.58% |       1.09% |       1.08% |       1.10% |       1.09% |       1.16% |       1.11% |       1.10%
    mpki                             |        3.41 |        6.87 |        6.85 |        6.93 |        6.91 |        7.32 |        7.00 |        6.95
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |    13417296 |      882851 |      878397 |      887251 |      885295 |      937000 |      893554 |      893480
    num misses                       |     6406004 |      443589 |      442493 |      441785 |      442970 |      442471 |      440750 |      444271
    miss rate                        |      47.74% |      50.25% |      50.38% |      49.79% |      50.04% |      47.22% |      49.33% |      49.72%
    mpki                             |        1.63 |        3.45 |        3.45 |        3.45 |        3.46 |        3.46 |        3.45 |        3.46
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   773980831 |    19899096 |    19844291 |    19832990 |    19837508 |    19816846 |    19764482 |    19912970
    num cache misses                 |     2649196 |        2779 |        2837 |        2671 |        2800 |        2707 |        2910 |        2781
    miss rate                        |       0.34% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01%
    mpki                             |        0.67 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2331212676 |    81227806 |    80988766 |    80957571 |    80970936 |    80893657 |    80646095 |    81277992
    num cache misses                 |    20560310 |      821813 |      818219 |      817552 |      818001 |      817302 |      814235 |      821039
    miss rate                        |       0.88% |       1.01% |       1.01% |       1.01% |       1.01% |       1.01% |       1.01% |       1.01%
    mpki                             |        5.22 |        6.40 |        6.39 |        6.38 |        6.39 |        6.39 |        6.38 |        6.39
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    24427677 |      824762 |      821252 |      820400 |      821102 |      820309 |      817456 |      824103
    num cache misses                 |    12681359 |      592397 |      589751 |      588740 |      588641 |      588474 |      586225 |      590732
    miss rate                        |      51.91% |      71.83% |      71.81% |      71.76% |      71.69% |      71.74% |      71.71% |      71.68%
    mpki                             |        3.22 |        4.61 |        4.60 |        4.60 |        4.60 |        4.60 |        4.59 |        4.59
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    13900399 |      592567 |      589946 |      588917 |      588942 |      588774 |      586536 |      591014
    num cache misses                 |     4165696 |      295947 |      294950 |      295761 |      253034 |      254083 |      252368 |      253339
    miss rate                        |      29.97% |      49.94% |      50.00% |      50.22% |      42.96% |      43.15% |      43.03% |      42.87%
    mpki                             |        1.06 |        2.30 |        2.30 |        2.31 |        1.98 |        1.99 |        1.98 |        1.97
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |     3433913 |           0 |           0 |           0 |     3432661 |           0 |           0 |           0
  average dram access latency (ns)   |       61.26 |         inf |         inf |         inf |       61.26 |         inf |         inf |         inf
  average dram queueing delay        |        0.01 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |     3367070 |       63431 |       63272 |       63761 |       66300 |       66419 |       65937 |       66409
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      101524 |      145513 |      145053 |      144868 |      121033 |      121361 |      120593 |      121199
