                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   56970735 |   56928487 |   56756776 |   56762431 |   48903071 |   48875113 |   48911045 |   48930931 |   48965339 |   56643538 |   56602572 |   56490334
  Cycles                             |   67635830 |   67635830 |   67635830 |   67635830 |   51309940 |   51309940 |   51309940 |   51309940 |   51309940 |   67635830 |   67635830 |   67635830
  IPC                                |       0.84 |       0.84 |       0.84 |       0.84 |       0.95 |       0.95 |       0.95 |       0.95 |       0.95 |       0.84 |       0.84 |       0.84
  Time (ns)                          |   23322700 |   23322700 |   23322700 |   23322700 |   23322700 |   23322700 |   23322700 |   23322700 |   23322700 |   23322700 |   23322700 |   23322700
  Idle time (ns)                     |        244 |     317161 |     321287 |     323933 |     326541 |     329179 |     331787 |     334425 |     337033 |     339671 |     342279 |     344917
  Idle time (%)                      |       0.0% |       1.4% |       1.4% |       1.4% |       1.4% |       1.4% |       1.4% |       1.4% |       1.4% |       1.5% |       1.5% |       1.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    6047787 |    6162714 |    6130113 |    6125885 |    3967377 |    3959630 |    3966496 |    3961330 |    3963373 |    6082940 |    6073792 |    6046658
  num incorrect                      |      13923 |       3790 |       3938 |       4035 |       3553 |       3770 |       4064 |       5193 |       5400 |       6195 |       6277 |       6674
  misprediction rate                 |      0.23% |      0.06% |      0.06% |      0.07% |      0.09% |      0.10% |      0.10% |      0.13% |      0.14% |      0.10% |      0.10% |      0.11%
  mpki                               |       0.24 |       0.07 |       0.07 |       0.07 |       0.07 |       0.08 |       0.08 |       0.11 |       0.11 |       0.11 |       0.11 |       0.12
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    7001704 |    6872740 |    6854634 |    6891178 |    6708039 |    6732559 |    6768463 |    6807964 |    6851167 |    7037015 |    7054131 |    7074000
    num misses                       |        133 |         21 |         23 |         23 |         21 |         23 |         21 |         23 |         21 |         21 |         23 |         23
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   19792825 |   19424900 |   19344106 |   19375474 |   17942668 |   17948772 |   17976914 |   18014559 |   18057302 |   19416306 |   19409340 |   19394952
    num misses                       |     859470 |     856975 |     855649 |     857570 |     856549 |     857670 |     856537 |     856843 |     855398 |     856686 |     857203 |     856082
    miss rate                        |      4.34% |      4.41% |      4.42% |      4.43% |      4.77% |      4.78% |      4.76% |      4.76% |      4.74% |      4.41% |      4.42% |      4.41%
    mpki                             |      15.09 |      15.05 |      15.08 |      15.11 |      17.52 |      17.55 |      17.51 |      17.51 |      17.47 |      15.12 |      15.14 |      15.15
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     859603 |     856996 |     855672 |     857593 |     856570 |     857693 |     856558 |     856866 |     855419 |     856707 |     857226 |     856105
    num misses                       |     351304 |     347854 |     349022 |     350079 |     350921 |     353063 |     350534 |     348550 |     351436 |     351924 |     348657 |     347459
    miss rate                        |     40.87% |     40.59% |     40.79% |     40.82% |     40.97% |     41.16% |     40.92% |     40.68% |     41.08% |     41.08% |     40.67% |     40.59%
    mpki                             |       6.17 |       6.11 |       6.15 |       6.17 |       7.18 |       7.22 |       7.17 |       7.12 |       7.18 |       6.21 |       6.16 |       6.15
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    7001704 |    6872740 |    6854634 |    6891178 |    6708039 |    6732559 |    6768463 |    6807964 |    6851167 |    7037015 |    7054131 |    7074000
    num cache misses                 |       2846 |        315 |        293 |        343 |        822 |        857 |        854 |        830 |        838 |        281 |        366 |        401
    miss rate                        |      0.04% |      0.00% |      0.00% |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.00% |      0.01% |      0.01%
    mpki                             |       0.05 |       0.01 |       0.01 |       0.01 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.00 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   19792825 |   19424900 |   19344106 |   19375474 |   17942668 |   17948772 |   17976914 |   18014559 |   18057302 |   19416306 |   19409340 |   19394952
    num cache misses                 |     530258 |     521219 |     519601 |     510728 |     673797 |     671133 |     670128 |     670593 |     688994 |     537301 |     540260 |     537942
    miss rate                        |      2.68% |      2.68% |      2.69% |      2.64% |      3.76% |      3.74% |      3.73% |      3.72% |      3.82% |      2.77% |      2.78% |      2.77%
    mpki                             |       9.31 |       9.16 |       9.15 |       9.00 |      13.78 |      13.73 |      13.70 |      13.70 |      14.07 |       9.49 |       9.54 |       9.52
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     615022 |     591639 |     588454 |     581105 |     739676 |     738030 |     738626 |     741649 |     781086 |     638362 |     643969 |     642086
    num cache misses                 |     215312 |     203678 |     200292 |     204448 |     332986 |     333315 |     331927 |     330756 |     350339 |     230368 |     229472 |     231398
    miss rate                        |     35.01% |     34.43% |     34.04% |     35.18% |     45.02% |     45.16% |     44.94% |     44.60% |     44.85% |     36.09% |     35.63% |     36.04%
    mpki                             |       3.78 |       3.58 |       3.53 |       3.60 |       6.81 |       6.82 |       6.79 |       6.76 |       7.15 |       4.07 |       4.05 |       4.10
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     331741 |     307395 |     302560 |     306332 |     397358 |     398485 |     398684 |     399986 |     441672 |     361426 |     363671 |     365717
    num cache misses                 |      93631 |      77952 |      74623 |      74813 |      71723 |      75079 |      74707 |      86842 |     142564 |     150465 |     152299 |     163363
    miss rate                        |     28.22% |     25.36% |     24.66% |     24.42% |     18.05% |     18.84% |     18.74% |     21.71% |     32.28% |     41.63% |     41.88% |     44.67%
    mpki                             |       1.64 |       1.37 |       1.31 |       1.32 |       1.47 |       1.54 |       1.53 |       1.77 |       2.91 |       2.66 |       2.69 |       2.89
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      73537 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      73438 |          0 |          0 |          0
  average dram access latency (ns)   |    6924.40 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |    6931.72 |        inf |        inf |        inf
  average dram queueing delay        |    6863.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |    6870.47 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       6575 |         28 |         29 |         28 |         36 |         41 |         44 |         37 |         85 |         90 |         93 |         59
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      67396 |      64586 |      61515 |      61301 |      59840 |      62817 |      61173 |      68533 |     117714 |     127495 |     129174 |     130084
