                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  248127178 |  252254505 |  252633561 |  308026223 |  309382972 |  307676348 |  253832684 |  307796355
  Cycles                             |  272360220 |  272360220 |  272360220 |  359020290 |  359020290 |  359020290 |  272360220 |  359020290
  IPC                                |       0.91 |       0.93 |       0.93 |       0.86 |       0.86 |       0.86 |       0.93 |       0.86
  Time (ns)                          |  123800100 |  123800100 |  123800100 |  123800100 |  123800100 |  123800100 |  123800100 |  123800100
  Idle time (ns)                     |     368630 |     652095 |     536820 |    6219830 |    6723732 |    6626386 |     557855 |    6362439
  Idle time (%)                      |       0.3% |       0.5% |       0.4% |       5.0% |       5.4% |       5.4% |       0.5% |       5.1%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   15314919 |   17162447 |   17301387 |   33129779 |   33524118 |   33039625 |   17656581 |   33074875
  num incorrect                      |      41764 |      25196 |      24571 |      24663 |      24361 |      24184 |      24171 |      24246
  misprediction rate                 |      0.27% |      0.15% |      0.14% |      0.07% |      0.07% |      0.07% |      0.14% |      0.07%
  mpki                               |       0.17 |       0.10 |       0.10 |       0.08 |       0.08 |       0.08 |       0.10 |       0.08
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   25597944 |   25208053 |   25199179 |   25198435 |   25194685 |   25195182 |   25194065 |   25194110
    num misses                       |        282 |         29 |         29 |         29 |         29 |         29 |         30 |         30
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  132589063 |  132052164 |  132037932 |  139947392 |  140130573 |  139882545 |  132188420 |  139897178
    num misses                       |      76105 |      73040 |      72566 |      74406 |      72672 |      72742 |      72734 |      72481
    miss rate                        |      0.06% |      0.06% |      0.05% |      0.05% |      0.05% |      0.05% |      0.06% |      0.05%
    mpki                             |       0.31 |       0.29 |       0.29 |       0.24 |       0.23 |       0.24 |       0.29 |       0.24
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      76387 |      73069 |      72595 |      74435 |      72701 |      72771 |      72764 |      72511
    num misses                       |      49762 |      48056 |      48098 |      47959 |      48226 |      47887 |      47934 |      47747
    miss rate                        |     65.14% |     65.77% |     66.26% |     64.43% |     66.33% |     65.81% |     65.88% |     65.85%
    mpki                             |       0.20 |       0.19 |       0.19 |       0.16 |       0.16 |       0.16 |       0.19 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   25597944 |   25208053 |   25199179 |   25198435 |   25194685 |   25195182 |   25194065 |   25194110
    num cache misses                 |      26614 |      16599 |      16124 |       6200 |       6598 |       6408 |      16040 |       6345
    miss rate                        |      0.10% |      0.07% |      0.06% |      0.02% |      0.03% |      0.03% |      0.06% |      0.03%
    mpki                             |       0.11 |       0.07 |       0.06 |       0.02 |       0.02 |       0.02 |       0.06 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  132589063 |  132052164 |  132037932 |  139947392 |  140130573 |  139882545 |  132188420 |  139897178
    num cache misses                 |    4140840 |    4088381 |    4070170 |    4044989 |    4045395 |    4044394 |    4069278 |    4043300
    miss rate                        |      3.12% |      3.10% |      3.08% |      2.89% |      2.89% |      2.89% |      3.08% |      2.89%
    mpki                             |      16.69 |      16.21 |      16.11 |      13.13 |      13.08 |      13.14 |      16.03 |      13.14
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    4565286 |    4478408 |    4458248 |    4433402 |    4432915 |    4431136 |    4455972 |    4433575
    num cache misses                 |    3880412 |    3849062 |    3828008 |    2600920 |    2598899 |    2599003 |    3827388 |    2591259
    miss rate                        |     85.00% |     85.95% |     85.86% |     58.67% |     58.63% |     58.65% |     85.89% |     58.45%
    mpki                             |      15.64 |      15.26 |      15.15 |       8.44 |       8.40 |       8.45 |      15.08 |       8.42
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    4280554 |    4222701 |    4200114 |    2983779 |    2980563 |    2979923 |    4198190 |    2975389
    num cache misses                 |    2490876 |    2476174 |    2437013 |    2466726 |    2452524 |    2456050 |    2451090 |    2440203
    miss rate                        |     58.19% |     58.64% |     58.02% |     82.67% |     82.28% |     82.42% |     58.38% |     82.01%
    mpki                             |      10.04 |       9.82 |       9.65 |       8.01 |       7.93 |       7.98 |       9.66 |       7.93
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   28603787 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |    6122.37 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |    6061.12 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     28.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |    1784448 |    1775307 |    1775385 |    1748669 |    1733050 |    1741568 |    1772714 |    1741192
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
