                                     | Core 0      | Core 1     
  Instructions                       |  1254896172 |  1076913694
  Cycles                             |   952622000 |   952622000
  IPC                                |        1.32 |        1.13
  Time (ns)                          |   433010000 |   433010000
  Idle time (ns)                     |    12220942 |     4882006
  Idle time (%)                      |        2.8% |        1.1%
Branch predictor stats               |             |            
  num correct                        |   111470729 |    77409187
  num incorrect                      |     9667908 |     5799714
  misprediction rate                 |       7.98% |       6.97%
  mpki                               |        7.70 |        5.39
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   135100856 |   109699601
    num misses                       |         153 |          63
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |   594457855 |   548777891
    num misses                       |      100016 |       45532
    miss rate                        |       0.02% |       0.01%
    mpki                             |        0.08 |        0.04
  L2 TLB                             |             |            
    num accesses                     |      100169 |       45595
    num misses                       |       15056 |       13229
    miss rate                        |      15.03% |      29.01%
    mpki                             |        0.01 |        0.01
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   135100856 |   109699601
    num cache misses                 |      113592 |       79660
    miss rate                        |       0.08% |       0.07%
    mpki                             |        0.09 |        0.07
  Cache L1-D                         |             |            
    num cache accesses               |   594457855 |   548777891
    num cache misses                 |     8702871 |     5342258
    miss rate                        |       1.46% |       0.97%
    mpki                             |        6.94 |        4.96
  Cache L2                           |             |            
    num cache accesses               |     8884006 |     5569899
    num cache misses                 |      584272 |      721324
    miss rate                        |       6.58% |      12.95%
    mpki                             |        0.47 |        0.67
  Cache L3                           |             |            
    num cache accesses               |      651831 |      869362
    num cache misses                 |      268909 |      493611
    miss rate                        |      41.25% |      56.78%
    mpki                             |        0.21 |        0.46
DRAM summary                         |             |            
  num dram accesses                  |     1113650 |           0
  average dram access latency (ns)   |       61.90 |         inf
  average dram queueing delay        |        0.65 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |       86714 |      404348
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
