                                     | Core 0      | Core 1     
  Instructions                       |  4387864262 |   449457728
  Cycles                             |  3412084030 |  3412084030
  IPC                                |        1.29 |        0.13
  Time (ns)                          |  1176580700 |  1176580700
  Idle time (ns)                     |      772326 |  1045408318
  Idle time (%)                      |        0.1% |       88.9%
Branch predictor stats               |             |            
  num correct                        |   178300388 |     8688319
  num incorrect                      |     6350398 |      293166
  misprediction rate                 |       3.44% |       3.26%
  mpki                               |        1.45 |        0.65
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   843575729 |    69615373
    num misses                       |         218 |          47
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |  2615304099 |   284178757
    num misses                       |    15882854 |     2981929
    miss rate                        |       0.61% |       1.05%
    mpki                             |        3.62 |        6.63
  L2 TLB                             |             |            
    num accesses                     |    15883072 |     2981976
    num misses                       |     7957538 |     1545265
    miss rate                        |      50.10% |      51.82%
    mpki                             |        1.81 |        3.44
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   843575729 |    69615373
    num cache misses                 |     1533537 |        9619
    miss rate                        |       0.18% |       0.01%
    mpki                             |        0.35 |        0.02
  Cache L1-D                         |             |            
    num cache accesses               |  2615304099 |   284178757
    num cache misses                 |    23435623 |     2862506
    miss rate                        |       0.90% |       1.01%
    mpki                             |        5.34 |        6.37
  Cache L2                           |             |            
    num cache accesses               |    26190071 |     2872777
    num cache misses                 |    14745041 |     2065666
    miss rate                        |      56.30% |      71.90%
    mpki                             |        3.36 |        4.60
  Cache L3                           |             |            
    num cache accesses               |    15966782 |     2066318
    num cache misses                 |     4568135 |      441631
    miss rate                        |      28.61% |      21.37%
    mpki                             |        1.04 |        0.98
DRAM summary                         |             |            
  num dram accesses                  |     7475570 |           0
  average dram access latency (ns)   |       61.29 |         inf
  average dram queueing delay        |        0.04 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |     3823365 |      380484
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
