                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   91505260 |   92161029 |   92138456 |   92199056 |   91745190 |   91712395 |   91741589 |   91729738
  Cycles                             |   30438690 |   30438690 |   30438690 |   30438690 |   30438690 |   30438690 |   30438690 |   30438690
  IPC                                |       3.01 |       3.03 |       3.03 |       3.03 |       3.01 |       3.01 |       3.01 |       3.01
  Time (ns)                          |   10496100 |   10496100 |   10496100 |   10496100 |   10496100 |   10496100 |   10496100 |   10496100
  Idle time (ns)                     |        508 |     358935 |     360940 |     361506 |     362070 |     362611 |     363176 |     363717
  Idle time (%)                      |       0.0% |       3.4% |       3.4% |       3.4% |       3.4% |       3.5% |       3.5% |       3.5%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    4489417 |    4827839 |    4821579 |    4838891 |    4709193 |    4699836 |    4708182 |    4704798
  num incorrect                      |     139140 |     122381 |     122358 |     122364 |     122374 |     122370 |     122369 |     122367
  misprediction rate                 |      3.01% |      2.47% |      2.47% |      2.47% |      2.53% |      2.54% |      2.53% |      2.53%
  mpki                               |       1.52 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    8200958 |    8064482 |    8064361 |    8064357 |    8064365 |    8064358 |    8064354 |    8064354
    num misses                       |        337 |         28 |         28 |         28 |         28 |         28 |         28 |         28
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   28595658 |   28371824 |   28368175 |   28376820 |   28312017 |   28307303 |   28311462 |   28309769
    num misses                       |      28971 |      27598 |      27726 |      27482 |      27456 |      27398 |      27725 |      28350
    miss rate                        |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10%
    mpki                             |       0.32 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.31
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      29308 |      27626 |      27754 |      27510 |      27484 |      27426 |      27753 |      28378
    num misses                       |       6045 |       5071 |       4958 |       5044 |       5003 |       4958 |       5023 |       5039
    miss rate                        |     20.63% |     18.36% |     17.86% |     18.34% |     18.20% |     18.08% |     18.10% |     17.76%
    mpki                             |       0.07 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    8200958 |    8064482 |    8064361 |    8064357 |    8064365 |    8064358 |    8064354 |    8064354
    num cache misses                 |       9835 |       1213 |       1160 |       1231 |       1193 |       1210 |       1197 |       1214
    miss rate                        |      0.12% |      0.02% |      0.01% |      0.02% |      0.01% |      0.02% |      0.01% |      0.02%
    mpki                             |       0.11 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   28595658 |   28371824 |   28368175 |   28376820 |   28312017 |   28307303 |   28311462 |   28309769
    num cache misses                 |    2803952 |    2789333 |    2792311 |    2792967 |    2789127 |    2792210 |    2788565 |    2793206
    miss rate                        |      9.81% |      9.83% |      9.84% |      9.84% |      9.85% |      9.86% |      9.85% |      9.87%
    mpki                             |      30.64 |      30.27 |      30.31 |      30.29 |      30.40 |      30.45 |      30.40 |      30.45
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2819276 |    2794741 |    2797657 |    2798384 |    2794537 |    2797634 |    2793984 |    2798633
    num cache misses                 |     240820 |     226768 |     223726 |     225754 |     222248 |     223300 |     220098 |     222540
    miss rate                        |      8.54% |      8.11% |      8.00% |      8.07% |      7.95% |      7.98% |      7.88% |      7.95%
    mpki                             |       2.63 |       2.46 |       2.43 |       2.45 |       2.42 |       2.43 |       2.40 |       2.43
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     308714 |     291409 |     289408 |     291293 |     287719 |     288700 |     285550 |     288592
    num cache misses                 |      98518 |      88747 |      88728 |      89254 |      89228 |      89097 |      89138 |      89470
    miss rate                        |     31.91% |     30.45% |     30.66% |     30.64% |     31.01% |     30.86% |     31.22% |     31.00%
    mpki                             |       1.08 |       0.96 |       0.96 |       0.97 |       0.97 |       0.97 |       0.97 |       0.98
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      92683 |          0 |          0 |          0 |      92580 |          0 |          0 |          0
  average dram access latency (ns)   |   20788.89 |        inf |        inf |        inf |   20808.13 |        inf |        inf |        inf
  average dram queueing delay        |   20727.64 |       0.00 |       0.00 |       0.00 |   20746.88 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       5300 |         56 |         45 |         56 |         64 |         46 |         48 |         46
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      62428 |      62587 |      62587 |      63072 |      62955 |      62898 |      62938 |      63305
