                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   50374839 |   51352961 |   49319526 |   50279900 |   61237972 |   61269959 |   61524789 |   61046653 |   71751429 |   71702687 |   71800459 |   71829370
  Cycles                             |   56514900 |   56514900 |   56514900 |   56514900 |  226059600 |  226059600 |  226059600 |  226059600 |   56514900 |   56514900 |   56514900 |   56514900
  IPC                                |       0.89 |       0.91 |       0.87 |       0.89 |       0.27 |       0.27 |       0.27 |       0.27 |       1.27 |       1.27 |       1.27 |       1.27
  Time (ns)                          |   56514900 |   56514900 |   56514900 |   56514900 |   56514900 |   56514900 |   56514900 |   56514900 |   56514900 |   56514900 |   56514900 |   56514900
  Idle time (ns)                     |        337 |     399757 |     401081 |     402140 |     403073 |     404067 |     405064 |     405994 |     406921 |     407855 |     408789 |     409732
  Idle time (%)                      |       0.0% |       0.7% |       0.7% |       0.7% |       0.7% |       0.7% |       0.7% |       0.7% |       0.7% |       0.7% |       0.7% |       0.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4451842 |    4860256 |    4188977 |    4513741 |    7984578 |    7986823 |    8091173 |    7937138 |   11444275 |   11443762 |   11471232 |   11475418
  num incorrect                      |       5072 |        618 |        618 |        587 |        524 |        514 |        611 |        603 |       1522 |       1634 |       1684 |       1949
  misprediction rate                 |      0.11% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02%
  mpki                               |       0.10 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.02 |       0.02 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6630321 |    6600381 |    6610828 |    6611755 |    6939871 |    6973356 |    6967400 |    6981257 |    7088469 |    7082117 |    7128160 |    7156640
    num misses                       |        118 |         24 |         22 |         24 |         24 |         24 |         24 |         24 |         22 |         22 |         22 |         24
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   18211707 |   18258706 |   17911906 |   18052486 |   20350069 |   20380648 |   20388826 |   20305619 |   22205520 |   22157738 |   22210087 |   22234439
    num misses                       |     861754 |     855832 |     856433 |     857827 |     856665 |     857403 |     856284 |     856522 |     855787 |     857342 |     856876 |     856385
    miss rate                        |      4.73% |      4.69% |      4.78% |      4.75% |      4.21% |      4.21% |      4.20% |      4.22% |      3.85% |      3.87% |      3.86% |      3.85%
    mpki                             |      17.11 |      16.67 |      17.36 |      17.06 |      13.99 |      13.99 |      13.92 |      14.03 |      11.93 |      11.96 |      11.93 |      11.92
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
